,group,song_lines
6532,Coldplay,even in your rains and shadows
6533,Coldplay,still we're never going to part
6534,Coldplay,come on baby
6535,Coldplay,"don't let it break your heart, oh, oh, oh, oh, oh"
6536,Coldplay,"don't let it break your heart, oh, oh, oh, oh, oh"
6537,Coldplay,don't let it break your heart
6538,Coldplay,don't let it break your heart
6539,Coldplay,stole a key
6540,Coldplay,took a car downtown where the lost boys meet
6541,Coldplay,took a car downtown and took what they offered me
6542,Coldplay,to set me free
6543,Coldplay,i saw the lights go down at the end of the scene
6544,Coldplay,i saw the lights go down and standing in front of me
6545,Coldplay,in my scarecrow dreams
6546,Coldplay,when they smashed my heart into smithereens
6547,Coldplay,be a bright red rose come bursting the concrete
6548,Coldplay,be the cartoon heart
6549,Coldplay,"light a fire, light a spark"
6550,Coldplay,"light a fire, a flame in my heart"
6551,Coldplay,we'll run wild oh
6552,Coldplay,we'll be glowing in the dark
6553,Coldplay,we'll be glowing in the dark
6554,Coldplay,"all the boys, all the girls"
6555,Coldplay,all that matters in the world
6556,Coldplay,"all the boys, all the girls"
6557,Coldplay,all that matters that occurs
6558,Coldplay,"all the highs, all the lows"
6559,Coldplay,"as the room is spinning, oh"
6560,Coldplay,we'll run wild
6561,Coldplay,we'll be glowing in the dark
6562,Coldplay,living innocent wild
6563,Coldplay,we'll be glowing in the dark
6564,Coldplay,"there was a time, i used to look into my father's eyes"
6565,Coldplay,"in a happy home, i was a king i had a golden throne"
6566,Coldplay,"those days are gone, now ﻿the memories are on the wall"
6567,Coldplay,i hear the sounds from the places where i was born
6568,Coldplay,
6569,Coldplay,up on the hill across the blue lake
6570,Coldplay,that's where i had my first heart break
6571,Coldplay,i still remember how it all changed
6572,Coldplay,my father said
6573,Coldplay,"don't you worry, don't you worry child"
6574,Coldplay,see heaven's got a plan for you
6575,Coldplay,"don't you worry, don't you worry now, yeah"
6576,Coldplay,
6577,Coldplay,"don't you worry, don't you worry child"
6578,Coldplay,see heaven's got a plan for you
6579,Coldplay,"don't you worry, don't you worry now, yeah"
6580,Coldplay,
6581,Coldplay,"there was a time, i met a girl of a different kind"
6582,Coldplay,"we ruled the world,"
6583,Coldplay,thought i'll never lose her out of sight
6584,Coldplay,we were so young
6585,Coldplay,i think of her now and then
6586,Coldplay,"i still hear the songs, reminding me of a friend"
6587,Coldplay,
6588,Coldplay,up on the hill across the blue lake
6589,Coldplay,that's where i had my first heart break
6590,Coldplay,i still remember how it all changed
6591,Coldplay,my father said
6592,Coldplay,"don't you worry, don't you worry child"
6593,Coldplay,see heaven's got a plan for you
6594,Coldplay,"don't you worry, don't you worry now, yeah"
6595,Coldplay,
6596,Coldplay,"ooh, ooh, ooh, ooh"
6597,Coldplay,"ooh, ooh, ooh, ooh"
6598,Coldplay,"ooh, ooh, ooh, ooh"
6599,Coldplay,see heaven's got a plan for you
6600,Coldplay,"don't you worry, don't you worry child"
6601,Coldplay,see heaven's got a plan for you
6602,Coldplay,"don't you worry, don't you worry now, yeah"
6603,Coldplay,
6604,Coldplay,"ooh, ooh, ooh, ooh"
6605,Coldplay,"ooh, ooh, ooh, ooh"
6606,Coldplay,"ooh, ooh, ooh, ooh, yeah"
6607,Coldplay,"i turn the music up, i got my records on"
6608,Coldplay,i shut the world outside until the lights come on
6609,Coldplay,"maybe the streets alight, maybe the trees are gone"
6610,Coldplay,i feel my heart start beating to my favourite song
6611,Coldplay,"and all the kids they dance, all the kids all night"
6612,Coldplay,until monday morning feels another life
6613,Coldplay,i turn the music up
6614,Coldplay,i'm on a roll this time
6615,Coldplay,and heaven is in sight
6616,Coldplay,"i turn the music up, i got my records on"
6617,Coldplay,from underneath the rubble sing a rebel song
6618,Coldplay,don't want to see another generation drop
6619,Coldplay,i'd rather be a comma than a full stop
6620,Coldplay,"maybe i'm in the black, maybe i'm on my knees"
6621,Coldplay,maybe i'm in the gap between the two trapezes
6622,Coldplay,but my heart is beating and my pulses start
6623,Coldplay,cathedrals in my heart
6624,Coldplay,"as we saw oh this light i swear you, emerge blinking into"
6625,Coldplay,to tell me it's alright
6626,Coldplay,"as we soar walls, every siren is a symphony"
6627,Coldplay,and every tear's a waterfall
6628,Coldplay,is a waterfall
6629,Coldplay,oh
6630,Coldplay,is a waterfall
6631,Coldplay,oh oh oh
6632,Coldplay,is a is a waterfall
6633,Coldplay,every tear
6634,Coldplay,is a waterfall
6635,Coldplay,oh oh oh
6636,Coldplay,"so you can hurt, hurt me bad"
6637,Coldplay,but still i'll raise the flag
6638,Coldplay,oh
6639,Coldplay,it was a wa wa wa wa wa-aterfall
6640,Coldplay,a wa wa wa wa wa-aterfall
6641,Coldplay,every tear
6642,Coldplay,every tear
6643,Coldplay,every teardrop is a waterfall
6644,Coldplay,every tear
6645,Coldplay,every tear
6646,Coldplay,every teardrop is a waterfall
6647,Coldplay,every tear
6648,Coldplay,every tear
6649,Coldplay,every teardrop is a waterfall
6650,Coldplay,"the birds they sang, at break of day"
6651,Coldplay,start again i hear them say
6652,Coldplay,it's so hard to just walk away
6653,Coldplay,
6654,Coldplay,"the birds they sang, all a choir"
6655,Coldplay,start again a little higher
6656,Coldplay,it's a spark in a sea of gray
6657,Coldplay,
6658,Coldplay,the sky is blue dream that lie 'till it's true
6659,Coldplay,then taken back the punch i threw
6660,Coldplay,"my arms turn in oh, those clumsy things"
6661,Coldplay,send me up to that wonderful world
6662,Coldplay,and then i'm up with the birds
6663,Coldplay,
6664,Coldplay,might have to go
6665,Coldplay,where they don't know my name
6666,Coldplay,float all over the world
6667,Coldplay,just to see her again
6668,Coldplay,and i won't show or feel any pain
6669,Coldplay,even though all my armor might rust in the rain
6670,Coldplay,
6671,Coldplay,a simple plot
6672,Coldplay,but i know one day
6673,Coldplay,good things are coming our way
6674,Coldplay,
6675,Coldplay,a simple plot
6676,Coldplay,but i know one day
6677,Coldplay,good things are coming our way
6678,Coldplay,
6679,Coldplay,"oh, yeah"
6680,Coldplay,lord i don't know which way i am going
6681,Coldplay,"which way, the river gonna flow"
6682,Coldplay,"it's just seems that upstream, i keep rolling"
6683,Coldplay,still got such a long way to go
6684,Coldplay,still got such a long way to go
6685,Coldplay,
6686,Coldplay,"then at last, it's your right, i know, i swear"
6687,Coldplay,we'll find somewhere the streets are paved with gold
6688,Coldplay,"but it's fly, split the sky"
6689,Coldplay,"but that's all right, sometimes"
6690,Coldplay,the sunlight comes streaming through the holes
6691,Coldplay,somewhere up above the stars
6692,Coldplay,the wreckage of a universe floats past
6693,Coldplay,somewhere up above my heart
6694,Coldplay,a tiny little seed is sown
6695,Coldplay,a government is overthrown
6696,Coldplay,who knows when we'll be coming home at last
6697,Coldplay,and i heard it on the radio
6698,Coldplay,that one day we'll be living in the stars
6699,Coldplay,and i heard it on a tv show
6700,Coldplay,that somewhere up above
6701,Coldplay,and in my heart
6702,Coldplay,they'll be tearing us apart
6703,Coldplay,maybe moving us to mars
6704,Coldplay,we won't see the earth again
6705,Coldplay,in these seconds just remain unchanged
6706,Coldplay,"eight to nine, nine to ten"
6707,Coldplay,we are meeting for the first time
6708,Coldplay,we might never meet again you and me
6709,Coldplay,we are meeting for the first time
6710,Coldplay,can't you see
6711,Coldplay,"seven, six, five, four, three"
6712,Coldplay,we are meeting for the first time
6713,Coldplay,singing this space symphony
6714,Coldplay,they'll be tearing us apart moving us to mars
6715,Coldplay,past the satellites and stars
6716,Coldplay,they'll be moving us to mars
6717,Coldplay,"so it's over,"
6718,Coldplay,this time i know it's gone
6719,Coldplay,salt water tasted it too long
6720,Coldplay,i only know i'm wrong
6721,Coldplay,now i know it's gone
6722,Coldplay,
6723,Coldplay,"up in flames, up in flames"
6724,Coldplay,up in flames we have slowly gone
6725,Coldplay,
6726,Coldplay,"so it's over,"
6727,Coldplay,this time you're flying on
6728,Coldplay,this time i know no song
6729,Coldplay,can stop it slowly burn
6730,Coldplay,can stop it slowly gone
6731,Coldplay,
6732,Coldplay,"up in flames, up in flames"
6733,Coldplay,up in flames we have slowly gone
6734,Coldplay,
6735,Coldplay,"up in flames, up in flames"
6736,Coldplay,up in flames we have slowly gone
6737,Coldplay,"oh, we have slowly gone"
6738,Coldplay,can we pour some water on?
6739,Coldplay,"i turn the music up, i got my records on"
6740,Coldplay,i shut the world outside until the lights come on
6741,Coldplay,"maybe the streets alight, maybe the trees are gone"
6742,Coldplay,i feel my heart start beating to my favourite song
6743,Coldplay,
6744,Coldplay,"and all the kids they dance, all the kids all night"
6745,Coldplay,until monday morning feels another life
6746,Coldplay,i turn the music up
6747,Coldplay,i'm on a roll this time
6748,Coldplay,and heaven is in sight
6749,Coldplay,
6750,Coldplay,"i turn the music up, i got my records on"
6751,Coldplay,from underneath the rubble sing a rebel song
6752,Coldplay,don't want to see another generation drop
6753,Coldplay,i'd rather be a comma than a full stop
6754,Coldplay,
6755,Coldplay,"maybe i'm in the black, maybe i'm on my knees"
6756,Coldplay,maybe i'm in the gap between the two trapezes
6757,Coldplay,but my heart is beating and my pulses start
6758,Coldplay,cathedrals in my heart
6759,Coldplay,
6760,Coldplay,"as we saw oh this light i swear you, emerge blinking into"
6761,Coldplay,to tell me it's alright
6762,Coldplay,"as we soar walls, every siren is a symphony"
6763,Coldplay,and every tear's a waterfall
6764,Coldplay,is a waterfall
6765,Coldplay,oh
6766,Coldplay,is a waterfall
6767,Coldplay,oh oh oh
6768,Coldplay,is a is a waterfall
6769,Coldplay,every tear
6770,Coldplay,is a waterfall
6771,Coldplay,oh oh oh
6772,Coldplay,
6773,Coldplay,"so you can hurt, hurt me bad"
6774,Coldplay,but still i'll raise the flag
6775,Coldplay,
6776,Coldplay,oh
6777,Coldplay,it was a wa wa wa wa wa-aterfall
6778,Coldplay,a wa wa wa wa wa-aterfall
6779,Coldplay,
6780,Coldplay,every tear
6781,Coldplay,every tear
6782,Coldplay,every teardrop is a waterfall
6783,Coldplay,
6784,Coldplay,every tear
6785,Coldplay,every tear
6786,Coldplay,every teardrop is a waterfall
6787,Coldplay,
6788,Coldplay,every tear
6789,Coldplay,every tear
6790,Coldplay,every teardrop is a waterfall
6791,Coldplay,steal my heart and hold my tongue
6792,Coldplay,"i feel my time, my time has come"
6793,Coldplay,"let me in, unlock the door"
6794,Coldplay,i've never felt this way before
6795,Coldplay,
6796,Coldplay,and the wheels just keep on turning
6797,Coldplay,the drummer begins to drum
6798,Coldplay,i don't know which way i'm going
6799,Coldplay,i don't know which way i've come
6800,Coldplay,
6801,Coldplay,hold my head inside your hands
6802,Coldplay,i need someone who understands
6803,Coldplay,"i need someone, someone who hears"
6804,Coldplay,"for you, i've waited all these years"
6805,Coldplay,
6806,Coldplay,for you i'd wait 'til kingdom come
6807,Coldplay,"until my day, my day is done"
6808,Coldplay,and say you'll come and set me free
6809,Coldplay,"just say you'll wait, you'll wait for me"
6810,Coldplay,
6811,Coldplay,in your tears and in your blood
6812,Coldplay,in your fire and in your flood
6813,Coldplay,"i hear you laugh, i heard you sing"
6814,Coldplay,i wouldn't change a single thing
6815,Coldplay,
6816,Coldplay,and the wheels just keep on turning
6817,Coldplay,the drummers begin to drum
6818,Coldplay,i don't know which way i'm going
6819,Coldplay,i don't know what i'll become
6820,Coldplay,
6821,Coldplay,for you i'd wait 'til kingdom come
6822,Coldplay,"until my days, my days are done"
6823,Coldplay,and say you'll come and set me free
6824,Coldplay,"just say you'll wait, you'll wait for me"
6825,Coldplay,
6826,Coldplay,"just say you'll wait, you'll wait for me"
6827,Coldplay,"just say you'll wait, you'll wait for me"
6828,Coldplay,"there's a wild wind blowing,"
6829,Coldplay,down the corner of my street
6830,Coldplay,every night there the headlights are glowing
6831,Coldplay,"there's a cold war coming,"
6832,Coldplay,on the radio i heard
6833,Coldplay,baby it's a violent world
6834,Coldplay,oh love don't let me go
6835,Coldplay,won't you take me where the streetlights glow
6836,Coldplay,i could hear it coming
6837,Coldplay,i could hear the sirens sound
6838,Coldplay,now my feet won't touch the ground
6839,Coldplay,time came a creepin'
6840,Coldplay,oh and time's a loaded gun
6841,Coldplay,every road is a ray of light
6842,Coldplay,it goes on
6843,Coldplay,time only can lead you on
6844,Coldplay,still it's such a beautiful night
6845,Coldplay,oh love don't let me go
6846,Coldplay,won't you take me where the streetlights glow
6847,Coldplay,i could hear it coming
6848,Coldplay,like a serenade of sound
6849,Coldplay,now my feet won't touch the ground
6850,Coldplay,"gravity release me,"
6851,Coldplay,and don't ever hold me down
6852,Coldplay,now my feet won't touch the ground.
6853,Coldplay,my song is love
6854,Coldplay,"love to the loveless, shown"
6855,Coldplay,and it goes up
6856,Coldplay,you don't have to be alone
6857,Coldplay,
6858,Coldplay,your heavy heart
6859,Coldplay,is made of stone
6860,Coldplay,and its so hard to see you clearly
6861,Coldplay,you don't have to be on your own
6862,Coldplay,you don't have to be on your own
6863,Coldplay,
6864,Coldplay,and i'm not gonna take it back
6865,Coldplay,well i'm not gonna say i don't mean that
6866,Coldplay,your the target that i'm aiming at
6867,Coldplay,and i get that message home
6868,Coldplay,
6869,Coldplay,my song is love
6870,Coldplay,"my song is love, unknown"
6871,Coldplay,"and i'm on fire for you, clearly"
6872,Coldplay,you don't have to be alone
6873,Coldplay,you don't have to be on your own
6874,Coldplay,
6875,Coldplay,and i'm not gonna take it back
6876,Coldplay,and i'm not gonna say i don't mean that
6877,Coldplay,your the target that i'm aiming at
6878,Coldplay,but i'm nothing on my own
6879,Coldplay,got to get that message home
6880,Coldplay,
6881,Coldplay,and i'm not gonna stand and wait
6882,Coldplay,not gonna leave it until its much too late
6883,Coldplay,on a platform i'm gonna stand and say
6884,Coldplay,that i'm nothing on my own
6885,Coldplay,"and i love you, please come home"
6886,Coldplay,
6887,Coldplay,"my song is love, is love unknown"
6888,Coldplay,and i've got to get that message home
6889,Coldplay,"lovers, keep on the road you're on"
6890,Coldplay,"runners, until the race is run"
6891,Coldplay,"soldiers, you've got to soldier on"
6892,Coldplay,sometimes even right is wrong
6893,Coldplay,they are turning my head out
6894,Coldplay,to see what i'm all about
6895,Coldplay,keeping my head down
6896,Coldplay,to see what it feels like now
6897,Coldplay,but i have no doubt
6898,Coldplay,"one day, we are gonna get out"
6899,Coldplay,tonight maybe we're gonna run
6900,Coldplay,dreaming of the osaka sun
6901,Coldplay,ohh ohh...
6902,Coldplay,dreaming of when the morning comes
6903,Coldplay,they are turning my head out
6904,Coldplay,to see what i'm all about
6905,Coldplay,keeping my head down
6906,Coldplay,to see what it feels like now
6907,Coldplay,but i have no doubt
6908,Coldplay,one day the sun will come out
6909,Coldplay,ooh...
6910,Coldplay,how long before i get in?
6911,Coldplay,"before it starts, before i begin? "
6912,Coldplay,how long before you decide? 
6913,Coldplay,before i know what it feels like? 
6914,Coldplay,"where to, where do i go?"
6915,Coldplay,"if you never try, then you'll never know"
6916,Coldplay,"how long do i have to climb,"
6917,Coldplay,up on the side of this mountain of mine? 
6918,Coldplay,
6919,Coldplay,"look up, i look up at night"
6920,Coldplay,planets are moving at the speed of light
6921,Coldplay,"climb up, up in the trees "
6922,Coldplay,every chance that you get
6923,Coldplay,is a chance you seize
6924,Coldplay,how long am i gonna stand
6925,Coldplay,with my head stuck under the sand? 
6926,Coldplay,i'll start before i can stop
6927,Coldplay,before i see things the right way up
6928,Coldplay,
6929,Coldplay,"all that noise, and all that sound"
6930,Coldplay,all those places i have found
6931,Coldplay,and birds go flying at the speed of sound
6932,Coldplay,to show you how it all began 
6933,Coldplay,birds came flying from the underground
6934,Coldplay,if you could see it then you'd understand? 
6935,Coldplay,
6936,Coldplay,ideas that you'll never find
6937,Coldplay,all the inventors could never design
6938,Coldplay,the buildings that you put up
6939,Coldplay,japan and china all lit up
6940,Coldplay,the sign that i couldn't read 
6941,Coldplay,or a light that i couldn't see
6942,Coldplay,some things you have to believe 
6943,Coldplay,"but others are puzzles, puzzling me"
6944,Coldplay,
6945,Coldplay,"all that noise, and all that sound"
6946,Coldplay,all those places i have found
6947,Coldplay,and birds go flying at the speed of sound
6948,Coldplay,to show you how it all began
6949,Coldplay,birds came flying from the underground 
6950,Coldplay,if you could see it then you'd understand 
6951,Coldplay,ah when you see it then you'll understand?
6952,Coldplay,
6953,Coldplay,"all those signs, i knew what they meant"
6954,Coldplay,some things you can invent
6955,Coldplay,"some get made, and some get sent"
6956,Coldplay,oh 
6957,Coldplay,birds go flying at the speed of sound
6958,Coldplay,to show you how it all began
6959,Coldplay,birds came flying from the underground
6960,Coldplay,if you could see it then you'd understand
6961,Coldplay,"ah, when you see it then you'll understand?"
6962,Coldplay,anything we should know about your change? 
6963,Coldplay,"they put the world in a tin can, "
6964,Coldplay,"black market, contraband, "
6965,Coldplay,"and it hurt just a little bit, when they sliced and packaged it. "
6966,Coldplay,"in a long black trench coat, "
6967,Coldplay,"two hands around the throat, "
6968,Coldplay,ooh you want to get it right sometimes 
6969,Coldplay,
6970,Coldplay,"there's so much to be scared of, "
6971,Coldplay,"and not much to make sense of, "
6972,Coldplay,how did the clowns ever get control? 
6973,Coldplay,"if your hear can you let me know, "
6974,Coldplay,"how can they invade it, when it's so complicated? "
6975,Coldplay,ooh you just want to get it right sometimes 
6976,Coldplay,you just want to get it right sometimes 
6977,Coldplay,
6978,Coldplay,"that's how you see the world, "
6979,Coldplay,"how many times can you say, you can't believe what you learn, "
6980,Coldplay,"that's how you see the world, don't you worry yourself, "
6981,Coldplay,you're not gonna give up. 
6982,Coldplay,
6983,Coldplay,"and there's something missing, seems like there's nobody listening, "
6984,Coldplay,"if you're running in a circle, how can you be too careful? "
6985,Coldplay,"we don't wanna be man trapped, we don't wanna be shrink wrapped "
6986,Coldplay,"ooh, we just want to get it right sometimes, "
6987,Coldplay,"just want to get it right sometimes, "
6988,Coldplay,
6989,Coldplay,"that's how you see the world, "
6990,Coldplay,"how many times have you heard, but you can't believe a word, "
6991,Coldplay,"that's how you see the world, but don't you worry yourself, "
6992,Coldplay,'cause nobody can hurt you 
6993,Coldplay,
6994,Coldplay,that's how you see the world 
6995,Coldplay,that's how you see the world
6996,Coldplay,was a long and dark december
6997,Coldplay,from the rooftops i remember
6998,Coldplay,there was snow
6999,Coldplay,white snow
7000,Coldplay,
7001,Coldplay,clearly i remember
7002,Coldplay,from the windows they were watching
7003,Coldplay,while we froze down below
7004,Coldplay,
7005,Coldplay,when the future's architecture
7006,Coldplay,by a carnival of idiots on show
7007,Coldplay,you'd better lie low
7008,Coldplay,
7009,Coldplay,if you love me
7010,Coldplay,won't you let me know?
7011,Coldplay,
7012,Coldplay,was a long and dark december
7013,Coldplay,when the banks became cathedrals
7014,Coldplay,and the fog
7015,Coldplay,became god
7016,Coldplay,
7017,Coldplay,priests clutched onto bibles
7018,Coldplay,hollowed out to fit their rifles
7019,Coldplay,and the cross was held aloft
7020,Coldplay,
7021,Coldplay,bury me in armor
7022,Coldplay,when i'm dead and hit the ground
7023,Coldplay,my nerves are poles that unfroze
7024,Coldplay,
7025,Coldplay,if you love me
7026,Coldplay,won't you let me know?
7027,Coldplay,
7028,Coldplay,i don't want to be a soldier
7029,Coldplay,who the captain of some sinking ship
7030,Coldplay,would stow 
7031,Coldplay,far below
7032,Coldplay,
7033,Coldplay,so if you love me
7034,Coldplay,why'd you let me go?
7035,Coldplay,
7036,Coldplay,i took my love down to violet hill
7037,Coldplay,there we sat in snow
7038,Coldplay,all the time she was silent and still
7039,Coldplay,
7040,Coldplay,so if you love me
7041,Coldplay,won't you let me know?
7042,Coldplay,
7043,Coldplay,if you love me
7044,Coldplay,won't you let me know?
7045,Coldplay,scared of losing all the time
7046,Coldplay,he wrote it in a letter
7047,Coldplay,he was a friend of mine
7048,Coldplay,he heard you could see your future
7049,Coldplay,inside a glass of water
7050,Coldplay,with ripples and the rhymes
7051,Coldplay,he asked will i see heaven in mine?
7052,Coldplay,
7053,Coldplay,oh that is just the way it was
7054,Coldplay,and nothing could be better
7055,Coldplay,and nothing ever was
7056,Coldplay,and they say you can see your future
7057,Coldplay,inside a glass of water
7058,Coldplay,with riddles and the rhymes
7059,Coldplay,but will i see heaven in mine?
7060,Coldplay,"oh, oh, oh"
7061,Coldplay,
7062,Coldplay,"son, don't ask,"
7063,Coldplay,neither how full nor empty is your glass
7064,Coldplay,cling to the mast
7065,Coldplay,spend your whole life living in the past
7066,Coldplay,going nowhere fast
7067,Coldplay,
7068,Coldplay,so he wrote it on a wall
7069,Coldplay,the hollowest of halos
7070,Coldplay,is no halo at all
7071,Coldplay,and televisions selling plastic figurines of leaders
7072,Coldplay,saying nothing at all
7073,Coldplay,and you chime
7074,Coldplay,stars in heaven align
7075,Coldplay,oh
7076,Coldplay,
7077,Coldplay,"son, don't ask,"
7078,Coldplay,neither how full nor empty is your glass
7079,Coldplay,cling to the mast
7080,Coldplay,spend your whole life living in the past
7081,Coldplay,going nowhere fast
7082,Coldplay,
7083,Coldplay,"what are we drinking when we're done, just glasses of water"
7084,Coldplay,then there was rain
7085,Coldplay,the sky wore a veil of gold and gray
7086,Coldplay,at night it was the bright of the moon with me
7087,Coldplay,time was just floating
7088,Coldplay,then there was rain
7089,Coldplay,this town's foundations are crumbling
7090,Coldplay,to the ground comes a bit of a tumbling
7091,Coldplay,and time just floated away
7092,Coldplay,we can watch it and stay and we can listen
7093,Coldplay,"oh, rainy day, come round"
7094,Coldplay,sometimes i just want it to slow down
7095,Coldplay,and we're separated now
7096,Coldplay,i'm down
7097,Coldplay,but i love it when you come over to the house
7098,Coldplay,i love it when you come over to my house
7099,Coldplay,then there was rain
7100,Coldplay,and i spent the night with the queen of spain
7101,Coldplay,my lonely little heart would've broke again
7102,Coldplay,times were vicious
7103,Coldplay,"singing, deeper that the knife goes in the more you win"
7104,Coldplay,you win but with less than when you begin
7105,Coldplay,deeper that the knife goes in
7106,Coldplay,oooooooooooooooh
7107,Coldplay,"ooh, rainy day come round"
7108,Coldplay,sometimes i just want it to slow down
7109,Coldplay,we're separated now
7110,Coldplay,i'm down
7111,Coldplay,but i love it when you come over to the house
7112,Coldplay,i love it when you come over to my house
7113,Coldplay,aaaaah aaaah aaaaaah
7114,Coldplay,aaaaah aaaah aaaaaah
7115,Coldplay,aaaaah aaaah aaaaaah
7116,Coldplay,but i love it when you come over to the house
7117,Coldplay,i love it when you come over to my house
7118,Coldplay,but i love it when you come over to the house
7119,Coldplay,i love it when you come over to my house
7120,Coldplay,smoke is rising from the houses
7121,Coldplay,people burying their dead
7122,Coldplay,i ask somebody what the time is
7123,Coldplay,but time doesn't matter to them yet
7124,Coldplay,
7125,Coldplay,people talking without speaking
7126,Coldplay,trying to take what they can get
7127,Coldplay,i ask you if you remember
7128,Coldplay,"propekt, how could i forget?"
7129,Coldplay,
7130,Coldplay,drums
7131,Coldplay,here it comes
7132,Coldplay,"don't you wish that life could be as simple,"
7133,Coldplay,as fish swimming round in a barrel.
7134,Coldplay,when you've got the gun?
7135,Coldplay,
7136,Coldplay,oh and i'll run
7137,Coldplay,here it comes
7138,Coldplay,we're just two little figures in a soup bowl
7139,Coldplay,trying to get the anaconda control
7140,Coldplay,when i wasn't one
7141,Coldplay,
7142,Coldplay,here i lie
7143,Coldplay,on my own in a separate sky
7144,Coldplay,here i lie
7145,Coldplay,on my own in a separate sky
7146,Coldplay,i don't want to die
7147,Coldplay,"on my own, here, tonight"
7148,Coldplay,here i lie
7149,Coldplay,on my own in a separate sky
7150,Coldplay,just because i'm losing
7151,Coldplay,doesn't mean i'm lost
7152,Coldplay,doesn't mean i'll stop
7153,Coldplay,doesn't mean i will cross
7154,Coldplay,
7155,Coldplay,just because i'm hurting
7156,Coldplay,doesn't mean i'm hurt
7157,Coldplay,doesn't mean i didn't get what i deserve
7158,Coldplay,no better and no worse
7159,Coldplay,
7160,Coldplay,i just got lost
7161,Coldplay,every river that i've tried to cross
7162,Coldplay,and every door i ever tried was locked
7163,Coldplay,"oh, and i'm just waiting 'till the shine wears off."
7164,Coldplay,
7165,Coldplay,you might be a big fish
7166,Coldplay,in a little pond
7167,Coldplay,doesn't mean you've won
7168,Coldplay,'cause along may come
7169,Coldplay,a bigger one
7170,Coldplay,and you'll be lost
7171,Coldplay,
7172,Coldplay,every river that you tried to cross
7173,Coldplay,every gun you ever held went off
7174,Coldplay,"oh, and i'm just waiting 'till the firing starts"
7175,Coldplay,"oh, and i'm just waiting 'till the shine wears off"
7176,Coldplay,"oh, and i'm just waiting 'till the shine wears off"
7177,Coldplay,
7178,Coldplay,"oh, and i'm just waiting 'till the shine wears off"
7179,Coldplay,"oh, and i'm just waiting 'till the shine wears off."
7180,Coldplay,lovers keep on the road your on
7181,Coldplay,runners until the race is run
7182,Coldplay,soldiers you've got to soldier on
7183,Coldplay,sometimes even right is wrong
7184,Coldplay,
7185,Coldplay,they are turning my head out
7186,Coldplay,to see what i'm all about
7187,Coldplay,keeping my head down
7188,Coldplay,to see what it feels like now
7189,Coldplay,but i have no doubt
7190,Coldplay,"one day, were gonna get out"
7191,Coldplay,
7192,Coldplay,"tonight, maybe we're gonna run"
7193,Coldplay,dreamin' of the osaka sun
7194,Coldplay,"ohh, ohh, ohhh"
7195,Coldplay,dreamin' of when the morning comes
7196,Coldplay,
7197,Coldplay,they are turning my head out
7198,Coldplay,to see what i'm all about
7199,Coldplay,keeping my head down
7200,Coldplay,to see what it feels like now
7201,Coldplay,but i have no doubt
7202,Coldplay,"one day, the sun will come out"
7203,Coldplay,
7204,Coldplay,reign of love
7205,Coldplay,i can't let go
7206,Coldplay,to the sea i offer
7207,Coldplay,this heavy load
7208,Coldplay,
7209,Coldplay,locusts will
7210,Coldplay,lift me up
7211,Coldplay,i'm just a prisoner
7212,Coldplay,in a reign of love
7213,Coldplay,
7214,Coldplay,locusts will
7215,Coldplay,let us stop
7216,Coldplay,i wish i'd spoken
7217,Coldplay,to the reign of love
7218,Coldplay,
7219,Coldplay,reign of love
7220,Coldplay,"by the church, we?re waiting"
7221,Coldplay,reign of love
7222,Coldplay,my knees go praying
7223,Coldplay,
7224,Coldplay,how i wish
7225,Coldplay,i'd spoken up
7226,Coldplay,or we'd be carried
7227,Coldplay,in the reign of love
7228,Coldplay,"let me go boys, let me go"
7229,Coldplay,push my bone from the highest cliff to the sea below
7230,Coldplay,"rocks are waiting boys, rocks are waiting"
7231,Coldplay,swoop down from the sky and catch me like the bird to prey
7232,Coldplay,
7233,Coldplay,now my feet won't touch the ground
7234,Coldplay,now my head won't stop
7235,Coldplay,you wait a lifetime to be found
7236,Coldplay,now my feet won't touch the ground
7237,Coldplay,
7238,Coldplay,singing now my feet won't touch the ground
7239,Coldplay,now my head won't stop
7240,Coldplay,you wait a lifetime to be found
7241,Coldplay,now my feet won't touch the ground
7242,Coldplay,
7243,Coldplay,now my feet won't touch the ground
7244,Coldplay,lovers keep on the road your on
7245,Coldplay,runners until the race is run
7246,Coldplay,soldiers you've got to soldier on
7247,Coldplay,sometimes even right is wrong
7248,Coldplay,
7249,Coldplay,they are turning my head out
7250,Coldplay,to see what i'm all about
7251,Coldplay,keeping my head down
7252,Coldplay,to see what it feels like now
7253,Coldplay,but i have no doubt
7254,Coldplay,"one day, were gonna get out"
7255,Coldplay,
7256,Coldplay,"tonight, maybe we're gonna run"
7257,Coldplay,dreamin' of the osaka sun
7258,Coldplay,"ohh, ohh, ohhh"
7259,Coldplay,dreamin' of when the morning comes
7260,Coldplay,
7261,Coldplay,they are turning my head out
7262,Coldplay,to see what i'm all about
7263,Coldplay,keeping my head down
7264,Coldplay,to see what it feels like now
7265,Coldplay,but i have no doubt
7266,Coldplay,"one day, the sun will come out"
7267,Coldplay,
7268,Coldplay,reign of love
7269,Coldplay,i can't let go
7270,Coldplay,to the sea i offer
7271,Coldplay,this heavy load
7272,Coldplay,
7273,Coldplay,locusts will
7274,Coldplay,lift me up
7275,Coldplay,i'm just a prisoner
7276,Coldplay,in a reign of love
7277,Coldplay,
