,group,song_lines
1357,Måneskin,"e amore accanto a te, baby accanto a te, io morirò da re "
1358,Måneskin,
1359,Måneskin,"e amore accanto a te, baby accanto a te, io morirò da re  "
1360,Måneskin,"e amore accanto a te, baby accanto a te, io morirò da re "
1361,Måneskin,
1362,Måneskin,"marlena, vinci la sera "
1363,Måneskin,"spogliati nera, prendi tutto quello che fa comodo e sincera "
1364,Måneskin,"apri la vela, dai viaggia leggera "
1365,Måneskin,tu mostra la bellezza a questo popolo e
1366,Måneskin,"marlena, vinci la sera "
1367,Måneskin,"spogliati nera, prendi tutto quello che fa comodo e sincera "
1368,Måneskin,"apri la vela, dai viaggia leggera "
1369,Måneskin,tu mostra la bellezza a questo popolo
1370,Måneskin,
1371,Måneskin,"e marlena, vinci la sera "
1372,Måneskin,"spogliati nera, prendi tutto quello che fa comodo e sincera "
1373,Måneskin,"apri la vela, dai viaggia leggera "
1374,Måneskin,"tu, mostra la bellezza a questo popolo ed io"
1375,Måneskin,
1376,Måneskin,"e amore accanto a te, baby accanto a te, io morirò da re  "
1377,Måneskin,"e amore accanto a te, baby accanto a te, io morirò da re "
1378,Måneskin,
1379,Måneskin,"e amore accanto a te, baby accanto a te, io morirò da re  "
1380,Måneskin,"e amore accanto a te, baby accanto a te, io morirò da re "
1381,Måneskin,
1382,Måneskin,"e amore accanto a te, baby accanto a te, baby accanto a te, baby accanto a te"
1383,Måneskin,io morirò da re
1384,Måneskin,"hi everybody this is maneskin, you're listening to chosen"
1385,Måneskin,"listen clear now, baby"
1386,Måneskin,"ya, ya 'cause it begins like"
1387,Måneskin,"mmm i started when i was 17 and now i'm here brah ya, ah"
1388,Måneskin,"you don't even know what it means, so let me explain ya, ah"
1389,Måneskin,i go far very far from my dreams and now i believe ya
1390,Måneskin,but i but i don't need no money in my jeans to be an artist
1391,Måneskin,one two three
1392,Måneskin,"this is not music, this is life, this is what i live for"
1393,Måneskin,so let me introduce myself 'cause i can't take no more
1394,Måneskin,here there's too many stupid people and they have control
1395,Måneskin,i got a plan in my mind and i won't let go
1396,Måneskin,"i've got a pistol in my head, pam pam pam shoot"
1397,Måneskin,and i don't wanna hear you so please shut up and now
1398,Måneskin,"hey, follow me, follow me now"
1399,Måneskin,"so hey, follow me, follow me now"
1400,Måneskin,"so hey, follow me, follow me now"
1401,Måneskin,"listen now now now now now now, ya"
1402,Måneskin,"follow me, follow me now"
1403,Måneskin,and one two three ya
1404,Måneskin,"i started when i was seventeen and i'm not scared, i'm honest ya ah ah"
1405,Måneskin,"and i know that it sounds cliche but this is my moment, this is my moment"
1406,Måneskin,and i don't care what people think 'cause i am born for that ya ah
1407,Måneskin,because my voice is the voice of a beast
1408,Måneskin,i wanna take it all man so i'll take it all man
1409,Måneskin,"this is not music, this is life, this is what i live for"
1410,Måneskin,so let me introduce myself 'cause i can't take no more
1411,Måneskin,here there's too many stupid people and they have control
1412,Måneskin,i got a plan in my mind and i won't let go
1413,Måneskin,"i've got a pistol in my head, pam pam pam shoot"
1414,Måneskin,and i don't wanna hear you so please shut up and now
1415,Måneskin,"hey, follow me, follow me now"
1416,Måneskin,"so hey, follow me, follow me now"
1417,Måneskin,"so hey, follow me, follow me now"
1418,Måneskin,listen now now now now now now yeah
1419,Måneskin,"follow me, follow me now"
1420,Måneskin,"oh yeah, na na na na na na na"
1421,Måneskin,follow me now
1422,Måneskin,and follow me now
1423,Måneskin,"yeah, follow me follow now now now now now now now now"
1424,Måneskin,"hey yeah, follow me, follow me now"
1425,Måneskin,"hey yeah, follow me, follow me now"
1426,Måneskin,"hey yeah, follow me, follow me now"
1427,Måneskin,listen now now now now now now now now
1428,Måneskin,"follow me, follow me now"
1429,Måneskin,"hi this is maneskin yo, are you ready?"
1430,Måneskin,
1431,Måneskin,"skibily bon bon bon, yeah"
1432,Måneskin,
1433,Måneskin,i am walking down my road
1434,Måneskin,i'm sleeping without a bed
1435,Måneskin,i am not changing my clothes
1436,Måneskin,for my friends i'm a stranger
1437,Måneskin,"i won't slow down, down, down"
1438,Måneskin,"i won't slow down, down, down, yeah"
1439,Måneskin,i'm naif but i'll grow up
1440,Måneskin,i will change my mind and then
1441,Måneskin,i think in nine years or ten
1442,Måneskin,i'll become a wiser man
1443,Måneskin,"i won't slow down, down, down"
1444,Måneskin,"i won't slow down, down, down, yeah"
1445,Måneskin,
1446,Måneskin,so you can follow me
1447,Måneskin,untill they catch me and kill me out
1448,Måneskin,it's my recovery
1449,Måneskin,and we will forget of the clouds
1450,Måneskin,there's no hitch
1451,Måneskin,"no baby, there's no fence"
1452,Måneskin,"no baby, there's no set-back that will stop me"
1453,Måneskin,so you can follow me
1454,Måneskin,"until they catch me, they catch me and kill me out, out, out, out"
1455,Måneskin,
1456,Måneskin,'cause i am a poor man
1457,Måneskin,and i cannot read your mind
1458,Måneskin,"baby, i can't see what you think"
1459,Måneskin,'cause my eyes are blind
1460,Måneskin,and i feel the wind
1461,Måneskin,is coming from the sea
1462,Måneskin,but the birds still fly i've got a secret to keep
1463,Måneskin,"yes, i feel the wind"
1464,Måneskin,is coming from the sea
1465,Måneskin,yeah but the birds still fly i've got a secret to shot
1466,Måneskin,
1467,Måneskin,so you can follow me
1468,Måneskin,untill they catch me and kill me out
1469,Måneskin,it's my recovery
1470,Måneskin,and we will forget of the clouds
1471,Måneskin,'cause there's no hitch
1472,Måneskin,"no baby, there's no fence"
1473,Måneskin,"no baby, there's no set-back that will stop me"
1474,Måneskin,so you can follow me
1475,Måneskin,"until they catch me, they catch me and kill me out, out, out, out, yeah"
1476,Måneskin,
1477,Måneskin,'cause baby you're the ache
1478,Måneskin,that comes right into my vein
1479,Måneskin,you're like a super christal drug
1480,Måneskin,that takes away all my pain
1481,Måneskin,you're a soldier but you'll never wear you armor again
1482,Måneskin,now you found freedom but now
1483,Måneskin,tell me who knows your name
1484,Måneskin,because i know hoe does it feels
1485,Måneskin,to feel like you're reflected
1486,Måneskin,from the mirror of the shame
1487,Måneskin,and you feel like you're the last man
1488,Måneskin,and you feel like you're suspected of a murder that you've never done
1489,Måneskin,now you found freedom but your freedom is just like a
1490,Måneskin,
1491,Måneskin,so you can follow me
1492,Måneskin,untill they catch me and kill me out
1493,Måneskin,it's my recovery
1494,Måneskin,and we will forget of the clouds
1495,Måneskin,'cause there's no hitch
1496,Måneskin,"no baby, there's no fence"
1497,Måneskin,"no baby, there's no set-back that will stop me"
1498,Måneskin,so you can follow me
1499,Måneskin,"until they catch me, they catch me and kill me out, out, out, out, yeah"
1500,Måneskin,"io vengo, io vengo, io vengo"
1501,Måneskin,io vengo dalla luna
1502,Måneskin,che il cielo vi attraversa
1503,Måneskin,e trovo inopportuna la paura
1504,Måneskin,per una cultura diversa
1505,Måneskin,che su di me riversa
1506,Måneskin,la sua follia perversa
1507,Måneskin,arriva al punto
1508,Måneskin,che quando mi vede sterza
1509,Måneskin,
1510,Måneskin,"e vuole mettermi sotto, 'sto signorotto"
1511,Måneskin,che si fa vanto del santo attaccato sul cruscotto
1512,Måneskin,"e non ha capito che sono disposto, man"
1513,Måneskin,"a stare sotto, man, forse nemmeno quando fotto"
1514,Måneskin,"yeah, man, ma torna al tuo paese, sei diverso"
1515,Måneskin,è impossibile vengo dall'universo
1516,Måneskin,"perché la rotta ho perso, che vuoi che ti dica"
1517,Måneskin,"amico, tu sei nato qui perché qui ti ha partorito una fica"
1518,Måneskin,"in che saresti migliore, fammi il favore, compare"
1519,Måneskin,qui non c'è affare che tu possa meritare
1520,Måneskin,"sei confinato, ma nel tuo stato mentale"
1521,Måneskin,io sono lunatico e pratico dove cazzo mi pare
1522,Måneskin,
1523,Måneskin,io non sono nero
1524,Måneskin,io non sono bianco
1525,Måneskin,io non sono attivo
1526,Måneskin,io non sono stanco
1527,Måneskin,io non provengo da nazione alcuna
1528,Måneskin,"ma io, sì, ti porto sulla luna"
1529,Måneskin,
1530,Måneskin,io vengo dalla luna
1531,Måneskin,ma io vengo dalla luna
1532,Måneskin,ma io vengo dalla luna
1533,Måneskin,"ma io, io, io e te "
1534,Måneskin,
1535,Måneskin,ce l'hai con me perché ti fotto il lavoro
1536,Måneskin,perché ti fotto la macchina
1537,Måneskin,o ti fotto la tipa sotto la luna
1538,Måneskin,ma cosa vuoi che sia poi
1539,Måneskin,non è colpa mia se la tua donna di cognome fa pompilio come numa
1540,Måneskin,"hey, dici che sono brutto, che puzzo come un ratto"
1541,Måneskin,"amico, sei un coatto e soprattutto non sei paul newman"
1542,Måneskin,e non mi tocca che di striscio la tua fiction
1543,Måneskin,e piscio sul tuo show che fila liscio come il truman
1544,Måneskin,"hey, ho nostalgia della mia luna leggera"
1545,Måneskin,ricordo la sera le stelle d'una bandiera ma era
1546,Måneskin,una speranza era
1547,Måneskin,una frontiera era
1548,Måneskin,"la primavera di una nuova era, era, era"
1549,Måneskin,"stupido, ti riempiamo di ninnoli da subito"
1550,Måneskin,in cambio del tuo stato di libero suddito
1551,Måneskin,"no, è una proposta inopportuna"
1552,Måneskin,"tieniti la terra uomo, io voglio la luna"
1553,Måneskin,
1554,Måneskin,io non sono sano
1555,Måneskin,io non sono pazzo
1556,Måneskin,io non sono vero
1557,Måneskin,io non sono falso
1558,Måneskin,io non ti porto jella né fortuna
1559,Måneskin,"ma io, sì, ti porto sulla luna"
1560,Måneskin,
1561,Måneskin,io vengo dalla luna
1562,Måneskin,ma io vengo dalla luna
1563,Måneskin,ma io vengo dalla luna
1564,Måneskin,"ma io, io, io "
1565,Måneskin,
1566,Måneskin,non è stato facile per me trovarmi qui
1567,Måneskin,"ero un ospite inatteso, peso indesiderato arreso"
1568,Måneskin,e complici satelliti che riflettono un benessere artificiale
1569,Måneskin,"sì artificiale, hey"
1570,Måneskin,luna sotto la quale parlare d'amore
1571,Måneskin,
1572,Måneskin,tu scaldati in casa davanti al tuo televisore
1573,Måneskin,la verità nella tua mentalità è che la fiction sia meglio della vita reale
1574,Måneskin,che invece è imprevedibile e non è frutto di qualcosa già scritto
1575,Måneskin,su un libro che hai già letto tutto
1576,Måneskin,"ma io, io, io no, io, io, io"
1577,Måneskin,
1578,Måneskin,io vengo dalla luna
1579,Måneskin,ma io vengo dalla luna
1580,Måneskin,io vengo dalla luna
1581,Måneskin,io vengo dalla luna
1582,Måneskin,"put your loving hand out, baby"
1583,Måneskin,'cause i'm beggin' 
1584,Måneskin,
1585,Måneskin,"i'm beggin', beggin' you"
1586,Måneskin,so put your loving hand out baby
1587,Måneskin,"i'm beggin', beggin' you"
1588,Måneskin,so put your loving hand out darlin'
1589,Måneskin,
1590,Måneskin,"ridin' high, when i was king"
1591,Måneskin,"i played it hard and fast, 'cause i had everything"
1592,Måneskin,"i walked away, wonderin' then"
1593,Måneskin,"but easy come and easy go and it would end, so"
1594,Måneskin,
1595,Måneskin,"any time i need you, let me go, ya"
1596,Måneskin,"any time i feed you, get me low"
1597,Måneskin,"any time i see you, let me know"
1598,Måneskin,"but i planted that seed, just let me grow"
1599,Måneskin,i'm on my knees while i'm beggin'
1600,Måneskin,"'cause i don't wanna lose you, hey ye, ratatata"
1601,Måneskin,
1602,Måneskin,"'cause i'm beggin', beggin' you"
1603,Måneskin,so put your loving hand out baby
1604,Måneskin,"i'm beggin', beggin' you"
1605,Måneskin,to put your loving hand out darlin'
1606,Måneskin,
1607,Måneskin,i need you to understand
1608,Måneskin,tried so hard to be your man
1609,Måneskin,the kind of man you want in the end
1610,Måneskin,only then can i begin to live again
1611,Måneskin,
1612,Måneskin,an empty shell
1613,Måneskin,i used to be
1614,Måneskin,the shadow of my life was hangin' over me
1615,Måneskin,a broken man but i don't know
1616,Måneskin,won't even stand the devil's dance to win my soul
1617,Måneskin,
1618,Måneskin,what we doin'? what we chasin'?
1619,Måneskin,"what about 'em, why da basement?"
1620,Måneskin,"why we got good shit, don't embrace it?"
1621,Måneskin,why the feel for da need to replace me?
1622,Måneskin,ya' on a runway track from the good
1623,Måneskin,"i wanna paint in the pictures any way we could, react"
1624,Måneskin,like the heart in a trash where you should
1625,Måneskin,"you done gave it away, ya' had it till you took it back"
1626,Måneskin,but i keep walkin' on
1627,Måneskin,keep rockin' dawns
1628,Måneskin,keep walking forward
1629,Måneskin,now the court is yours
1630,Måneskin,keep browsin' halls
1631,Måneskin,'cause i don't wanna live in a broken home
1632,Måneskin,girl i'm beggin'
1633,Måneskin,
1634,Måneskin,"i'm beggin', beggin' you"
1635,Måneskin,so put your loving hand out baby
1636,Måneskin,"i'm beggin', beggin' you"
1637,Måneskin,so put your loving hand out darlin'
1638,Måneskin,
1639,Måneskin,i'm fightin' hard to hold my own (hold my own)
1640,Måneskin,just can't make it all alone (all alone)
1641,Måneskin,"i'm holdin' on, i can't fall back"
1642,Måneskin,i'm just a con about to fade to black
1643,Måneskin,
1644,Måneskin,"i'm beggin', beggin' you"
1645,Måneskin,put your loving hand out baby
1646,Måneskin,"i'm beggin', beggin' you"
1647,Måneskin,so put your loving hand out darlin'
1648,Måneskin,
1649,Måneskin,"i'm beggin', beggin' you"
1650,Måneskin,so put your loving hand out baby
1651,Måneskin,"i'm beggin', beggin' you"
1652,Måneskin,so put your loving hand out darlin'
1653,Måneskin,
1654,Måneskin,"i'm beggin', beggin' you"
1655,Måneskin,so put your loving hand out baby
1656,Måneskin,"i'm beggin', beggin' you"
1657,Måneskin,so put your loving hand out
1658,Måneskin,"put your loving hand out, baby"
1659,Måneskin,'cause i'm beggin' 
1660,Måneskin,
1661,Måneskin,"i'm beggin', beggin' you"
1662,Måneskin,so put your loving hand out baby
1663,Måneskin,"i'm beggin', beggin' you"
1664,Måneskin,so put your loving hand out darlin'
1665,Måneskin,
1666,Måneskin,"ridin' high, when i was king"
1667,Måneskin,"i played it hard and fast, 'cause i had everything"
1668,Måneskin,"i walked away, wonderin' then"
1669,Måneskin,"but easy come and easy go and it would end, so"
1670,Måneskin,
1671,Måneskin,"any time i need you, let me go, ya"
1672,Måneskin,"any time i feed you, get me low"
1673,Måneskin,"any time i see you, let me know"
1674,Måneskin,"but i planted that seed, just let me grow"
1675,Måneskin,i'm on my knees while i'm beggin'
1676,Måneskin,"'cause i don't wanna lose you, hey ye, ratatata"
1677,Måneskin,
1678,Måneskin,"'cause i'm beggin', beggin' you"
1679,Måneskin,so put your loving hand out baby
1680,Måneskin,"i'm beggin', beggin' you"
1681,Måneskin,to put your loving hand out darlin'
1682,Måneskin,
1683,Måneskin,i need you to understand
1684,Måneskin,tried so hard to be your man
1685,Måneskin,the kind of man you want in the end
1686,Måneskin,only then can i begin to live again
1687,Måneskin,
1688,Måneskin,an empty shell
1689,Måneskin,i used to be
1690,Måneskin,the shadow of my life was hangin' over me
1691,Måneskin,a broken man but i don't know
1692,Måneskin,won't even stand the devil's dance to win my soul
1693,Måneskin,
1694,Måneskin,what we doin'? what we chasin'?
1695,Måneskin,"what about 'em, why da basement?"
1696,Måneskin,"why we got good shit, don't embrace it?"
1697,Måneskin,why the feel for da need to replace me?
1698,Måneskin,ya' on a runway track from the good
1699,Måneskin,"i wanna paint in the pictures any way we could, react"
1700,Måneskin,like the heart in a trash where you should
1701,Måneskin,"you done gave it away, ya' had it till you took it back"
1702,Måneskin,but i keep walkin' on
1703,Måneskin,keep rockin' dawns
1704,Måneskin,keep walking forward
1705,Måneskin,now the court is yours
1706,Måneskin,keep browsin' halls
1707,Måneskin,'cause i don't wanna live in a broken home
1708,Måneskin,girl i'm beggin'
1709,Måneskin,
1710,Måneskin,"i'm beggin', beggin' you"
1711,Måneskin,so put your loving hand out baby
1712,Måneskin,"i'm beggin', beggin' you"
1713,Måneskin,so put your loving hand out darlin'
1714,Måneskin,
1715,Måneskin,i'm fightin' hard to hold my own (hold my own)
1716,Måneskin,just can't make it all alone (all alone)
1717,Måneskin,"i'm holdin' on, i can't fall back"
1718,Måneskin,i'm just a con about to fade to black
1719,Måneskin,
1720,Måneskin,"i'm beggin', beggin' you"
1721,Måneskin,put your loving hand out baby
1722,Måneskin,"i'm beggin', beggin' you"
1723,Måneskin,so put your loving hand out darlin'
1724,Måneskin,
1725,Måneskin,"i'm beggin', beggin' you"
1726,Måneskin,so put your loving hand out baby
1727,Måneskin,"i'm beggin', beggin' you"
1728,Måneskin,so put your loving hand out darlin'
1729,Måneskin,
1730,Måneskin,"i'm beggin', beggin' you"
1731,Måneskin,so put your loving hand out baby
1732,Måneskin,"i'm beggin', beggin' you"
1733,Måneskin,so put your loving hand out
1734,Måneskin,"in this context, there's no disrespect"
1735,Måneskin,"so when i bust my rhyme, you break ya necks"
1736,Måneskin,we got five minutes for us to disconnect
1737,Måneskin,from all intellect and let the rhythm effect
1738,Måneskin,to lose your inhibition follow your intuition
1739,Måneskin,free your inner soul and break away from tradition
1740,Måneskin,"'cause when we be out, girls pull the heat out"
1741,Måneskin,you wouldn't believe how we wow shit out
1742,Måneskin,"burnin' 'til it's burned out, turn it 'til it's turned out"
1743,Måneskin,"act up from north, west, east, south"
1744,Måneskin,
1745,Måneskin,"'cause everybody, everybody"
1746,Måneskin,just get into it and get started
1747,Måneskin,"get it started, get it started, get it started"
1748,Måneskin,"let's get it started, ha, let's get it started in here"
1749,Måneskin,"let's get it started, ha, let's get it started in here"
1750,Måneskin,"let's get it started, ha, let's get it started in here"
1751,Måneskin,"let's get it started, ha, let's get it started in here"
1752,Måneskin,"hey, hey"
1753,Måneskin,
1754,Måneskin,"so lose control, up outta your soul"
1755,Måneskin,"don't move too fast, people, just take it slow"
1756,Måneskin,"don't get ahead, just jump into it"
1757,Måneskin,"y'all hear about it, the peas will do it"
1758,Måneskin,"and get started, and get stupid"
1759,Måneskin,"don't worry about it, people will walk you through it"
1760,Måneskin,step by step like you're into new kid
1761,Måneskin,inch by inch with the new solution
1762,Måneskin,transmit hits with no delusion
1763,Måneskin,the feeling's irresistible and that's how we move it
1764,Måneskin,
1765,Måneskin,"everybody, everybody, just get into it and get stupid "
1766,Måneskin,"get it started, get it started, get it started"
1767,Måneskin,"let's get it started, ha, let's get it started in here"
1768,Måneskin,"let's get it started, ha, let's get it started in here"
1769,Måneskin,"let's get it started, ha, let's get it started in here"
1770,Måneskin,"let's get it started, ha, let's get it started in here, yeah"
1771,Måneskin,
1772,Måneskin,"let's get ill, that's the deal"
1773,Måneskin,"at the gate, and will bring the thugged out drill (just)"
1774,Måneskin,"lose your mind, this is the time"
1775,Måneskin,"y'all can't stand still, trust and bang your spine (just)"
1776,Måneskin,"bob your head like me, apl.de"
1777,Måneskin,up inside the club or in your bentley so
1778,Måneskin,"get messy, loud and sick"
1779,Måneskin,you mind pass normal or another head trip
1780,Måneskin,"so, come them now, do not correct it"
1781,Måneskin,"let's get ignorant, let's get hectic"
1782,Måneskin,
1783,Måneskin,"and everybody, everybody, just get into it and get started "
1784,Måneskin,"get it started, get it started, get it started"
1785,Måneskin,"let's get it started, ha, let's get it started in here"
1786,Måneskin,"let's get it started, ha, let's get it started in here"
1787,Måneskin,"let's get it started, ha, let's get it started in here"
1788,Måneskin,"let's get it started, ha, let's get it started in here, oh yeah"
1789,Måneskin,"one, two, three, four"
1790,Måneskin,
1791,Måneskin,i'm breakin' my back just to know your name
1792,Måneskin,seventeen tracks and i've had it with this game
1793,Måneskin,i'm breakin' my back just to know your name
1794,Måneskin,but heaven ain't close in a place like this
1795,Måneskin,"anything goes but don't blink, you might miss"
1796,Måneskin,'cause heaven ain't close in a place like this
1797,Måneskin,i said heaven ain't close in a place like this
1798,Måneskin,"so bring it back down, bring it back down tonight"
1799,Måneskin,never thought i'd let a rumor ruin my moonlight
1800,Måneskin,
1801,Måneskin,well somebody told me that you had a boyfriend
1802,Måneskin,who looked like a girlfriend
1803,Måneskin,that i had in february of last year
1804,Måneskin,"it's not confidential, i've got potential"
1805,Måneskin,rushing and rushing around
1806,Måneskin,
1807,Måneskin,ready let's roll onto something new
1808,Måneskin,takin' it's toll then i'm leaving without you
1809,Måneskin,'cause heaven ain't close in a place like this
1810,Måneskin,i said heaven ain't close in a place like this
1811,Måneskin,"bring it back down, bring it back down tonight"
1812,Måneskin,never thought i'd let a rumor ruin my moonlight
1813,Måneskin,
1814,Måneskin,somebody told me that you had a boyfriend
1815,Måneskin,who looked like a girlfriend
1816,Måneskin,that i had in february of last year
1817,Måneskin,"it's not confidential, i've got potential"
1818,Måneskin,"a rushing, rushing around"
1819,Måneskin,
1820,Måneskin,pace yourself for me
1821,Måneskin,"i said maybe, baby, please"
1822,Måneskin,"but i just don't know now (baby, baby)"
1823,Måneskin,when all i wanna do is try
1824,Måneskin,
1825,Måneskin,somebody told me that you had a boyfriend
1826,Måneskin,who looked like a girlfriend
1827,Måneskin,that i had in february of last year
1828,Måneskin,"it's not confidential, i've got potential"
1829,Måneskin,"a rushing, rushing around"
1830,Måneskin,
1831,Måneskin,somebody told me you had a boyfriend
1832,Måneskin,who looked like a girlfriend
1833,Måneskin,that i had in february of last year
1834,Måneskin,"it's not confidential, i've got potential"
1835,Måneskin,"a rushing, rushing around"
1836,Måneskin,"now i'm in town, break it down, thinking of making a new sound "
1837,Måneskin,playing a different show every night in front of a new crowd 
1838,Måneskin,"that's you now, ciao, seems that life is great now "
1839,Måneskin,"see me lose focus, as i sing to you loud "
1840,Måneskin,
1841,Måneskin,"and i can't, no, i won't hush "
1842,Måneskin,i'll say the words that make you blush 
1843,Måneskin,"i'm gonna sing this now, na na now, na na now "
1844,Måneskin,
1845,Måneskin,"see, i'm true, my songs are where my heart is "
1846,Måneskin,"i'm like glue, i stick to other artists "
1847,Måneskin,"i'm not you, now that would be disastrous "
1848,Måneskin,let me sing and do my thing and move to greener pastures 
1849,Måneskin,
1850,Måneskin,"see, i'm real, i do it all, it's all me "
1851,Måneskin,"i'm not fake, don't ever call me lazy "
1852,Måneskin,"i won't stay put, give me the chance to be free"
1853,Måneskin,"suffolk sadly seems to sort of suffocate me, man i won't "
1854,Måneskin,
1855,Måneskin,"'cause you need me, man, i don't "
1856,Måneskin,"you need me man, i don't don't don't "
1857,Måneskin,"you need me man, i don't, man i don't "
1858,Måneskin,man i don't need you 
1859,Måneskin,"you need me, man, i don't "
1860,Måneskin,"you need me man, i don't don't don't "
1861,Måneskin,"you need me man, i don't, man i don't "
1862,Måneskin,
1863,Måneskin,"yeah, i sing and write my own tune and i write my own verses"
1864,Måneskin,now don't need another word-smith to make my tune sell 
1865,Måneskin,call yourself a singer-writer. you're just bluffing
1866,Måneskin,name's on the credits and you didn't write nothing 
1867,Måneskin,
1868,Måneskin,"i sing fast, i know that all my shit's cool "
1869,Måneskin,i will blast and i didn't go to brit school 
1870,Måneskin,"i came fast with the way i act, right "
1871,Måneskin,i can't last if i'm smoking on a crack pipe 
1872,Måneskin,
1873,Måneskin,and i won't be a product of my genre 
1874,Måneskin,my mind will always be stronger than my songs are 
1875,Måneskin,never believe the bullshit that fake guys feed to ya 
1876,Måneskin,"always read the stories that you hear on wikipedia, yeah "
1877,Måneskin,
1878,Måneskin,and musically i'm demonstrating 
1879,Måneskin,"when i perform live, feels like i am meditating "
1880,Måneskin,times at the enterprise when some fella filmed me 
1881,Måneskin,'a young singer-writer like gabriella cilmi
1882,Måneskin,
1883,Måneskin,"'cause you need me, man, i don't "
1884,Måneskin,"you need me man, i don't don't don't "
1885,Måneskin,"you need me man, i don't, man i don't "
1886,Måneskin,man i don't need you 
1887,Måneskin,"you need me, man, i don't "
1888,Måneskin,"you need me man, i don't don't don't "
1889,Måneskin,"you need me man, i don't, man i don't "
1890,Måneskin,
1891,Måneskin,'cause with the lyrics i'll be aiming it right 
1892,Måneskin,i won't stop till my name's in light 
1893,Måneskin,at stadium heights with damien rice 
1894,Måneskin,"on red carpets, now i'm on arabian nights "
1895,Måneskin,because i'm young and all my brothers gonna give me advice 
1896,Måneskin,"long nighter, short height and i'm gone hyper "
1897,Måneskin,never be anything but a singer-songwriter 
1898,Måneskin,the games over but now i'm on a new level 
1899,Måneskin,watch how i step on the track without a loop pedal 
1900,Måneskin,
1901,Måneskin,people think that i'm bound to blow up 
1902,Måneskin,i've done around about a thousand shows 
1903,Måneskin,but i haven't got a house plus i live on the couch 
1904,Måneskin,so you can be the lyrics when i'm singing them out (wow) 
1905,Måneskin,
1906,Måneskin,"from day one, i've been prepared "
1907,Måneskin,with v05 wax for my ginger hair 
1908,Måneskin,so now i'm back to the sofa giving a dose of what the future holds 
1909,Måneskin,'cause it's another day plus i'll keep my last name 
1910,Måneskin,forever keep the genre pretty basic 
1911,Måneskin,gonna be breaking into other people's tunes when i chase it 
1912,Måneskin,and replace it with the elephant in the room with a facelift 
1913,Måneskin,into another rappers shoes using new laces 
1914,Måneskin,selling cds from my rucksack aiming for the papers 
1915,Måneskin,selling cds from my rucksack aiming for majors 
1916,Måneskin,"nationwide til' we're just jack, soon as i get the bus back "
1917,Måneskin,clean cut kid without a razor for the mustache 
1918,Måneskin,
1919,Måneskin,i hit back when the pen hurts me 
1920,Måneskin,i'm still a choir boy in a french church tee 
1921,Måneskin,i'm still the same as a year ago but more people hear me though 
1922,Måneskin,according to the myspace and youtube videos
1923,Måneskin,
1924,Måneskin,"i'm always doing shows, if i'm not i'm in the studio "
1925,Måneskin,"truly broke, never growing up call me ruffio "
1926,Måneskin,"melody music maker, reading all the papers "
1927,Måneskin,they say i'm up and coming like i'm fucking in an elevator 
1928,Måneskin,
1929,Måneskin,"'cause you need me, man, i don't "
1930,Måneskin,"you need me man, i don't don't don't "
1931,Måneskin,"you need me man, i don't, man i don't "
1932,Måneskin,man i don't need you 
1933,Måneskin,"'cause you need me, man, i don't "
1934,Måneskin,"you need me man, i don't don't don't "
1935,Måneskin,"you need me man, i don't, man i don't "
1936,Måneskin,man i don't 
1937,Måneskin,
1938,Måneskin,"'cause you need me, man, i don't "
1939,Måneskin,"'cause you need me, man, i don't "
1940,Måneskin,"'cause you need me, you need me, you need me, man i don't "
1941,Måneskin,"'cause you need me, man, i don't "
1942,Måneskin,"you need me, man, i don't "
1943,Måneskin,"you need me, you need me, you need me"
1944,Måneskin,man i don't need you
1945,Måneskin,"quando parli non capisco, sembra che ci sputi"
1946,Måneskin,oppure urli perché devi amplificare quattro versi muti
1947,Måneskin,"sei già perso, grosso, solo dopo due starnuti"
1948,Måneskin,ma il tuo concerto dura 15 minuti
1949,Måneskin,perché spaccare tutto o essere aggressivi?
1950,Måneskin,"cani che ringhiano, ma con in tasca gli antidepressivi"
1951,Måneskin,e con gli altri parassiti criticare il prossimo
1952,Måneskin,"per farci grandi, ma sotto la foto mettere la ""cit"""
1953,Måneskin,non è nella mia natura
1954,Måneskin,farmi fischiare per strada come se fossi un cane
1955,Måneskin,non è nella nostra natura
1956,Måneskin,dire di amarci e alla fine amarci così male
1957,Måneskin,rivendichiamo per il corpo la libertà
1958,Måneskin,ma critichiamo una ragazza che si veste come le va
1959,Måneskin,"c'insegnan che la donna è madre, una pin up che guida male"
1960,Måneskin,ma il navigatore ha quella voce là
1961,Måneskin,dell'immagine servile con cui ci avete dipinte
1962,Måneskin,con il fatto di sentirci obbligate ad esser spinte
1963,Måneskin,"usate il nostro seno ovunque, una cosa normale"
1964,Måneskin,"ma se allattiamo in pubblico? (non si fa, è immorale)"
1965,Måneskin,non è nella mia natura
1966,Måneskin,farmi fischiare per strada come se fossi un cane
1967,Måneskin,non è nella nostra natura
1968,Måneskin,dire di amarci e alla fine amarci così male
1969,Måneskin,siamo schiavi di una cultura patriarcale
1970,Måneskin,la cultura del possesso
1971,Måneskin,dove nessuno può più scegliere da che parte stare
1972,Måneskin,dove una madre è solo madre
1973,Måneskin,una figlia è solo figlia
1974,Måneskin,un uomo è solo uomo
1975,Måneskin,e l'amore è solo uno
1976,Måneskin,e ho visto troppe mani non alzarsi
1977,Måneskin,in aiuto degli altri e diventare schiaffi
1978,Måneskin,"e non è un complimento urlare ""che bel culo"""
