,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,sex_int,title,title_num,emb_num,norm_price,Age_new
498,499,0,1,2,1,25.0,1,2,113781,37.8875,C22 C26,3.0,1,mrs,2,3.0,37.8875,25.0
499,500,0,3,3,0,24.0,0,0,350035,7.7958,S,3.0,0,mr,3,3.0,7.7958,24.0
500,501,0,3,3,0,17.0,0,0,315086,8.6625,S,3.0,0,mr,3,3.0,8.6625,17.0
501,502,0,3,1,1,21.0,0,0,364846,7.75,Q,2.0,1,miss,1,2.0,7.75,21.0
502,503,0,3,1,1,21.8,0,0,330909,7.6292,Q,2.0,1,miss,1,2.0,7.6292,21.8
503,504,0,3,1,1,37.0,0,0,4135,9.5875,S,3.0,1,miss,1,3.0,9.5875,37.0
504,505,1,1,1,1,16.0,0,0,110152,86.5,B79,3.0,1,miss,1,3.0,86.5,16.0
505,506,0,1,3,0,18.0,1,0,PC 17758,54.45,C65,1.0,0,mr,3,1.0,54.45,18.0
506,507,1,2,2,1,33.0,0,2,26360,8.666666666666666,S,3.0,1,mrs,2,3.0,8.666666666666666,33.0
507,508,1,1,3,0,41.3,0,0,111427,26.55,S,3.0,0,mr,3,3.0,26.55,41.3
508,509,0,3,3,0,28.0,0,0,C 4001,22.525,S,3.0,0,mr,3,3.0,22.525,28.0
509,510,1,3,3,0,26.0,0,0,1601,56.4958,S,3.0,0,mr,3,3.0,56.4958,26.0
510,511,1,3,3,0,29.0,0,0,382651,7.75,Q,2.0,0,mr,3,2.0,7.75,29.0
511,512,0,3,3,0,26.5,0,0,SOTON/OQ 3101316,8.05,S,3.0,0,mr,3,3.0,8.05,26.5
512,513,1,1,3,0,36.0,0,0,PC 17473,26.2875,E25,3.0,0,mr,3,3.0,26.2875,36.0
513,514,1,1,2,1,54.0,1,0,PC 17603,29.7,C,1.0,1,mrs,2,1.0,29.7,54.0
514,515,0,3,3,0,24.0,0,0,349209,7.4958,S,3.0,0,mr,3,3.0,7.4958,24.0
515,516,0,1,3,0,47.0,0,0,36967,34.0208,D46,3.0,0,mr,3,3.0,34.0208,47.0
516,517,1,2,2,1,34.0,0,0,C.A. 34260,10.5,F33,3.0,1,mrs,2,3.0,10.5,34.0
517,518,0,3,3,0,26.5,0,0,371110,24.15,Q,2.0,0,mr,3,2.0,24.15,26.5
518,519,1,2,2,1,36.0,1,0,226875,13.0,S,3.0,1,mrs,2,3.0,13.0,36.0
519,520,0,3,3,0,32.0,0,0,349242,7.8958,S,3.0,0,mr,3,3.0,7.8958,32.0
520,521,1,1,1,1,30.0,0,0,12749,93.5,B73,3.0,1,miss,1,3.0,93.5,30.0
521,522,0,3,3,0,22.0,0,0,349252,7.8958,S,3.0,0,mr,3,3.0,7.8958,22.0
522,523,0,3,3,0,26.5,0,0,2624,7.225,C,1.0,0,mr,3,1.0,7.225,26.5
523,524,1,1,2,1,44.0,0,1,111361,28.9896,B18,1.0,1,mrs,2,1.0,28.9896,44.0
524,525,0,3,3,0,26.5,0,0,2700,7.2292,C,1.0,0,mr,3,1.0,7.2292,26.5
525,526,0,3,3,0,40.5,0,0,367232,7.75,Q,2.0,0,mr,3,2.0,7.75,40.5
526,527,1,2,1,1,50.0,0,0,W./C. 14258,10.5,S,3.0,1,miss,1,3.0,10.5,50.0
527,528,0,1,3,0,41.3,0,0,PC 17483,221.7792,C95,3.0,0,mr,3,3.0,221.7792,41.3
528,529,0,3,3,0,39.0,0,0,3101296,7.925,S,3.0,0,mr,3,3.0,7.925,39.0
529,530,0,2,3,0,23.0,2,1,29104,2.875,S,3.0,0,mr,3,3.0,2.875,23.0
530,531,1,2,1,1,2.0,1,1,26360,8.666666666666666,S,3.0,1,miss,1,3.0,8.666666666666666,2.0
531,532,0,3,3,0,26.5,0,0,2641,7.2292,C,1.0,0,mr,3,1.0,7.2292,26.5
532,533,0,3,3,0,17.0,1,1,2690,2.409733333333333,C,1.0,0,mr,3,1.0,2.409733333333333,17.0
533,534,1,3,2,1,21.8,0,2,2668,7.452766666666666,C,1.0,1,mrs,2,1.0,7.452766666666666,21.8
534,535,0,3,1,1,30.0,0,0,315084,8.6625,S,3.0,1,miss,1,3.0,8.6625,30.0
535,536,1,2,1,1,7.0,0,2,F.C.C. 13529,8.75,S,3.0,1,miss,1,3.0,8.75,7.0
536,537,0,1,4,0,45.0,0,0,113050,26.55,B38,3.0,0,major,4,3.0,26.55,45.0
537,538,1,1,1,1,30.0,0,0,PC 17761,106.425,C,1.0,1,miss,1,1.0,106.425,30.0
538,539,0,3,3,0,26.5,0,0,364498,14.5,S,3.0,0,mr,3,3.0,14.5,26.5
539,540,1,1,1,1,22.0,0,2,13568,16.5,B39,1.0,1,miss,1,1.0,16.5,22.0
540,541,1,1,1,1,36.0,0,2,WE/P 5735,23.666666666666668,B22,3.0,1,miss,1,3.0,23.666666666666668,36.0
541,542,0,3,1,1,9.0,4,2,347082,4.4678571428571425,S,3.0,1,miss,1,3.0,4.4678571428571425,9.0
542,543,0,3,1,1,11.0,4,2,347082,4.4678571428571425,S,3.0,1,miss,1,3.0,4.4678571428571425,11.0
543,544,1,2,3,0,32.0,1,0,2908,13.0,S,3.0,0,mr,3,3.0,13.0,32.0
544,545,0,1,3,0,50.0,1,0,PC 17761,53.2125,C86,1.0,0,mr,3,1.0,53.2125,50.0
545,546,0,1,3,0,64.0,0,0,693,26.0,S,3.0,0,mr,3,3.0,26.0,64.0
546,547,1,2,2,1,19.0,1,0,2908,13.0,S,3.0,1,mrs,2,3.0,13.0,19.0
547,548,1,2,3,0,30.7,0,0,SC/PARIS 2146,13.8625,C,1.0,0,mr,3,1.0,13.8625,30.7
548,549,0,3,3,0,33.0,1,1,363291,6.841666666666666,S,3.0,0,mr,3,3.0,6.841666666666666,33.0
549,550,1,2,6,0,8.0,1,1,C.A. 33112,12.25,S,3.0,0,master,6,3.0,12.25,8.0
550,551,1,1,3,0,17.0,0,2,17421,36.9611,C70,1.0,0,mr,3,1.0,36.9611,17.0
551,552,0,2,3,0,27.0,0,0,244358,26.0,S,3.0,0,mr,3,3.0,26.0,27.0
552,553,0,3,3,0,26.5,0,0,330979,7.8292,Q,2.0,0,mr,3,2.0,7.8292,26.5
553,554,1,3,3,0,22.0,0,0,2620,7.225,C,1.0,0,mr,3,1.0,7.225,22.0
554,555,1,3,1,1,22.0,0,0,347085,7.775,S,3.0,1,miss,1,3.0,7.775,22.0
555,556,0,1,3,0,62.0,0,0,113807,26.55,S,3.0,0,mr,3,3.0,26.55,62.0
556,557,1,1,5,1,48.0,1,0,11755,19.8,A16,1.0,1,lady,5,1.0,19.8,48.0
557,558,0,1,3,0,41.3,0,0,PC 17757,227.525,C,1.0,0,mr,3,1.0,227.525,41.3
558,559,1,1,2,1,39.0,1,1,110413,26.55,E67,3.0,1,mrs,2,3.0,26.55,39.0
559,560,1,3,2,1,36.0,1,0,345572,8.7,S,3.0,1,mrs,2,3.0,8.7,36.0
560,561,0,3,3,0,26.5,0,0,372622,7.75,Q,2.0,0,mr,3,2.0,7.75,26.5
561,562,0,3,3,0,40.0,0,0,349251,7.8958,S,3.0,0,mr,3,3.0,7.8958,40.0
562,563,0,2,3,0,28.0,0,0,218629,13.5,S,3.0,0,mr,3,3.0,13.5,28.0
563,564,0,3,3,0,26.5,0,0,SOTON/OQ 392082,8.05,S,3.0,0,mr,3,3.0,8.05,26.5
564,565,0,3,1,1,21.8,0,0,SOTON/O.Q. 392087,8.05,S,3.0,1,miss,1,3.0,8.05,21.8
565,566,0,3,3,0,24.0,2,0,A/4 48871,8.049999999999999,S,3.0,0,mr,3,3.0,8.049999999999999,24.0
566,567,0,3,3,0,19.0,0,0,349205,7.8958,S,3.0,0,mr,3,3.0,7.8958,19.0
567,568,0,3,2,1,29.0,0,4,349909,4.215,S,3.0,1,mrs,2,3.0,4.215,29.0
568,569,0,3,3,0,26.5,0,0,2686,7.2292,C,1.0,0,mr,3,1.0,7.2292,26.5
569,570,1,3,3,0,32.0,0,0,350417,7.8542,S,3.0,0,mr,3,3.0,7.8542,32.0
570,571,1,2,3,0,62.0,0,0,S.W./PP 752,10.5,S,3.0,0,mr,3,3.0,10.5,62.0
571,572,1,1,2,1,53.0,2,0,11769,17.15973333333333,C101,3.0,1,mrs,2,3.0,17.15973333333333,53.0
572,573,1,1,3,0,36.0,0,0,PC 17474,26.3875,E25,3.0,0,mr,3,3.0,26.3875,36.0
573,574,1,3,1,1,21.8,0,0,14312,7.75,Q,2.0,1,miss,1,2.0,7.75,21.8
574,575,0,3,3,0,16.0,0,0,A/4. 20589,8.05,S,3.0,0,mr,3,3.0,8.05,16.0
575,576,0,3,3,0,19.0,0,0,358585,14.5,S,3.0,0,mr,3,3.0,14.5,19.0
576,577,1,2,1,1,34.0,0,0,243880,13.0,S,3.0,1,miss,1,3.0,13.0,34.0
577,578,1,1,2,1,39.0,1,0,13507,27.95,E44,3.0,1,mrs,2,3.0,27.95,39.0
578,579,0,3,2,1,21.8,1,0,2689,7.22915,C,1.0,1,mrs,2,1.0,7.22915,21.8
579,580,1,3,3,0,32.0,0,0,STON/O 2. 3101286,7.925,S,3.0,0,mr,3,3.0,7.925,32.0
580,581,1,2,1,1,25.0,1,1,237789,10.0,S,3.0,1,miss,1,3.0,10.0,25.0
581,582,1,1,2,1,39.0,1,1,17421,36.9611,C68,1.0,1,mrs,2,1.0,36.9611,39.0
582,583,0,2,3,0,54.0,0,0,28403,26.0,S,3.0,0,mr,3,3.0,26.0,54.0
583,584,0,1,3,0,36.0,0,0,13049,40.125,A10,1.0,0,mr,3,1.0,40.125,36.0
584,585,0,3,3,0,26.5,0,0,3411,8.7125,C,1.0,0,mr,3,1.0,8.7125,26.5
585,586,1,1,1,1,18.0,0,2,110413,26.55,E68,3.0,1,miss,1,3.0,26.55,18.0
586,587,0,2,3,0,47.0,0,0,237565,15.0,S,3.0,0,mr,3,3.0,15.0,47.0
587,588,1,1,3,0,60.0,1,1,13567,26.400000000000002,B41,1.0,0,mr,3,1.0,26.400000000000002,60.0
588,589,0,3,3,0,22.0,0,0,14973,8.05,S,3.0,0,mr,3,3.0,8.05,22.0
589,590,0,3,3,0,26.5,0,0,A./5. 3235,8.05,S,3.0,0,mr,3,3.0,8.05,26.5
590,591,0,3,3,0,35.0,0,0,STON/O 2. 3101273,7.125,S,3.0,0,mr,3,3.0,7.125,35.0
591,592,1,1,2,1,52.0,1,0,36947,39.13335,D20,1.0,1,mrs,2,1.0,39.13335,52.0
592,593,0,3,3,0,47.0,0,0,A/5 3902,7.25,S,3.0,0,mr,3,3.0,7.25,47.0
593,594,0,3,1,1,21.8,0,2,364848,2.5833333333333335,Q,2.0,1,miss,1,2.0,2.5833333333333335,21.8
594,595,0,2,3,0,37.0,1,0,SC/AH 29037,13.0,S,3.0,0,mr,3,3.0,13.0,37.0
595,596,0,3,3,0,36.0,1,1,345773,8.049999999999999,S,3.0,0,mr,3,3.0,8.049999999999999,36.0
596,597,1,2,1,1,28.7,0,0,248727,33.0,S,3.0,1,miss,1,3.0,33.0,28.7
597,598,0,3,3,0,49.0,0,0,LINE,0.0,S,3.0,0,mr,3,3.0,0.0,49.0
598,599,0,3,3,0,26.5,0,0,2664,7.225,C,1.0,0,mr,3,1.0,7.225,26.5
599,600,1,1,5,0,49.0,1,0,PC 17485,28.4646,A20,1.0,0,sir,5,1.0,28.4646,49.0
600,601,1,2,2,1,24.0,2,1,243847,6.75,S,3.0,1,mrs,2,3.0,6.75,24.0
601,602,0,3,3,0,26.5,0,0,349214,7.8958,S,3.0,0,mr,3,3.0,7.8958,26.5
602,603,0,1,3,0,41.3,0,0,113796,42.4,S,3.0,0,mr,3,3.0,42.4,41.3
603,604,0,3,3,0,44.0,0,0,364511,8.05,S,3.0,0,mr,3,3.0,8.05,44.0
604,605,1,1,3,0,35.0,0,0,111426,26.55,C,1.0,0,mr,3,1.0,26.55,35.0
605,606,0,3,3,0,36.0,1,0,349910,7.775,S,3.0,0,mr,3,3.0,7.775,36.0
606,607,0,3,3,0,30.0,0,0,349246,7.8958,S,3.0,0,mr,3,3.0,7.8958,30.0
607,608,1,1,3,0,27.0,0,0,113804,30.5,S,3.0,0,mr,3,3.0,30.5,27.0
608,609,1,2,2,1,22.0,1,2,SC/Paris 2123,10.3948,C,1.0,1,mrs,2,1.0,10.3948,22.0
609,610,1,1,1,1,40.0,0,0,PC 17582,153.4625,C125,3.0,1,miss,1,3.0,153.4625,40.0
610,611,0,3,2,1,39.0,1,5,347082,4.4678571428571425,S,3.0,1,mrs,2,3.0,4.4678571428571425,39.0
611,612,0,3,3,0,26.5,0,0,SOTON/O.Q. 3101305,7.05,S,3.0,0,mr,3,3.0,7.05,26.5
612,613,1,3,1,1,21.8,1,0,367230,7.75,Q,2.0,1,miss,1,2.0,7.75,21.8
613,614,0,3,3,0,26.5,0,0,370377,7.75,Q,2.0,0,mr,3,2.0,7.75,26.5
614,615,0,3,3,0,35.0,0,0,364512,8.05,S,3.0,0,mr,3,3.0,8.05,35.0
615,616,1,2,1,1,24.0,1,2,220845,16.25,S,3.0,1,miss,1,3.0,16.25,24.0
616,617,0,3,3,0,34.0,1,1,347080,4.8,S,3.0,0,mr,3,3.0,4.8,34.0
617,618,0,3,2,1,26.0,1,0,A/5. 3336,8.05,S,3.0,1,mrs,2,3.0,8.05,26.0
618,619,1,2,1,1,4.0,2,1,230136,9.75,F4,3.0,1,miss,1,3.0,9.75,4.0
619,620,0,2,3,0,26.0,0,0,31028,10.5,S,3.0,0,mr,3,3.0,10.5,26.0
620,621,0,3,3,0,27.0,1,0,2659,7.2271,C,1.0,0,mr,3,1.0,7.2271,27.0
621,622,1,1,3,0,42.0,1,0,11753,26.2771,D19,3.0,0,mr,3,3.0,26.2771,42.0
622,623,1,3,3,0,20.0,1,1,2653,5.247233333333333,C,1.0,0,mr,3,1.0,5.247233333333333,20.0
623,624,0,3,3,0,21.0,0,0,350029,7.8542,S,3.0,0,mr,3,3.0,7.8542,21.0
624,625,0,3,3,0,21.0,0,0,54636,16.1,S,3.0,0,mr,3,3.0,16.1,21.0
625,626,0,1,3,0,61.0,0,0,36963,32.3208,D50,3.0,0,mr,3,3.0,32.3208,61.0
626,627,0,2,8,0,57.0,0,0,219533,12.35,Q,2.0,0,rev,8,2.0,12.35,57.0
627,628,1,1,1,1,21.0,0,0,13502,77.9583,D9,3.0,1,miss,1,3.0,77.9583,21.0
628,629,0,3,3,0,26.0,0,0,349224,7.8958,S,3.0,0,mr,3,3.0,7.8958,26.0
629,630,0,3,3,0,26.5,0,0,334912,7.7333,Q,2.0,0,mr,3,2.0,7.7333,26.5
630,631,1,1,3,0,80.0,0,0,27042,30.0,A23,3.0,0,mr,3,3.0,30.0,80.0
631,632,0,3,3,0,51.0,0,0,347743,7.0542,S,3.0,0,mr,3,3.0,7.0542,51.0
632,633,1,1,7,0,32.0,0,0,13214,30.5,B50,1.0,0,dr,7,1.0,30.5,32.0
633,634,0,1,3,0,41.3,0,0,112052,0.0,S,3.0,0,mr,3,3.0,0.0,41.3
634,635,0,3,1,1,9.0,3,2,347088,4.6499999999999995,S,3.0,1,miss,1,3.0,4.6499999999999995,9.0
635,636,1,2,1,1,28.0,0,0,237668,13.0,S,3.0,1,miss,1,3.0,13.0,28.0
636,637,0,3,3,0,32.0,0,0,STON/O 2. 3101292,7.925,S,3.0,0,mr,3,3.0,7.925,32.0
637,638,0,2,3,0,31.0,1,1,C.A. 31921,8.75,S,3.0,0,mr,3,3.0,8.75,31.0
638,639,0,3,2,1,41.0,0,5,3101295,6.614583333333333,S,3.0,1,mrs,2,3.0,6.614583333333333,41.0
639,640,0,3,3,0,26.5,1,0,376564,8.05,S,3.0,0,mr,3,3.0,8.05,26.5
640,641,0,3,3,0,20.0,0,0,350050,7.8542,S,3.0,0,mr,3,3.0,7.8542,20.0
641,642,1,1,1,1,24.0,0,0,PC 17477,69.3,B35,1.0,1,mlle,1,1.0,69.3,24.0
642,643,0,3,1,1,2.0,3,2,347088,4.6499999999999995,S,3.0,1,miss,1,3.0,4.6499999999999995,2.0
643,644,1,3,3,0,26.5,0,0,1601,56.4958,S,3.0,0,mr,3,3.0,56.4958,26.5
644,645,1,3,1,1,0.75,2,1,2666,4.814575,C,1.0,1,miss,1,1.0,4.814575,0.75
645,646,1,1,3,0,48.0,1,0,PC 17572,38.3646,D33,1.0,0,mr,3,1.0,38.3646,48.0
646,647,0,3,3,0,19.0,0,0,349231,7.8958,S,3.0,0,mr,3,3.0,7.8958,19.0
647,648,1,1,4,0,56.0,0,0,13213,35.5,A26,1.0,0,col,4,1.0,35.5,56.0
648,649,0,3,3,0,26.5,0,0,S.O./P.P. 751,7.55,S,3.0,0,mr,3,3.0,7.55,26.5
649,650,1,3,1,1,23.0,0,0,CA. 2314,7.55,S,3.0,1,miss,1,3.0,7.55,23.0
650,651,0,3,3,0,26.5,0,0,349221,7.8958,S,3.0,0,mr,3,3.0,7.8958,26.5
651,652,1,2,1,1,18.0,0,1,231919,11.5,S,3.0,1,miss,1,3.0,11.5,18.0
652,653,0,3,3,0,21.0,0,0,8475,8.4333,S,3.0,0,mr,3,3.0,8.4333,21.0
653,654,1,3,1,1,21.8,0,0,330919,7.8292,Q,2.0,1,miss,1,2.0,7.8292,21.8
654,655,0,3,1,1,18.0,0,0,365226,6.75,Q,2.0,1,miss,1,2.0,6.75,18.0
655,656,0,2,3,0,24.0,2,0,S.O.C. 14879,24.5,S,3.0,0,mr,3,3.0,24.5,24.0
656,657,0,3,3,0,26.5,0,0,349223,7.8958,S,3.0,0,mr,3,3.0,7.8958,26.5
657,658,0,3,2,1,32.0,1,1,364849,5.166666666666667,Q,2.0,1,mrs,2,2.0,5.166666666666667,32.0
658,659,0,2,3,0,23.0,0,0,29751,13.0,S,3.0,0,mr,3,3.0,13.0,23.0
659,660,0,1,3,0,58.0,0,2,35273,37.75833333333333,D48,1.0,0,mr,3,1.0,37.75833333333333,58.0
660,661,1,1,7,0,50.0,2,0,PC 17611,44.550000000000004,S,3.0,0,dr,7,3.0,44.550000000000004,50.0
661,662,0,3,3,0,40.0,0,0,2623,7.225,C,1.0,0,mr,3,1.0,7.225,40.0
662,663,0,1,3,0,47.0,0,0,5727,25.5875,E58,3.0,0,mr,3,3.0,25.5875,47.0
663,664,0,3,3,0,36.0,0,0,349210,7.4958,S,3.0,0,mr,3,3.0,7.4958,36.0
664,665,1,3,3,0,20.0,1,0,STON/O 2. 3101285,3.9625,S,3.0,0,mr,3,3.0,3.9625,20.0
665,666,0,2,3,0,32.0,2,0,S.O.C. 14879,24.5,S,3.0,0,mr,3,3.0,24.5,32.0
666,667,0,2,3,0,25.0,0,0,234686,13.0,S,3.0,0,mr,3,3.0,13.0,25.0
667,668,0,3,3,0,26.5,0,0,312993,7.775,S,3.0,0,mr,3,3.0,7.775,26.5
668,669,0,3,3,0,43.0,0,0,A/5 3536,8.05,S,3.0,0,mr,3,3.0,8.05,43.0
669,670,1,1,2,1,34.6,1,0,19996,26.0,C126,3.0,1,mrs,2,3.0,26.0,34.6
670,671,1,2,2,1,40.0,1,1,29750,13.0,S,3.0,1,mrs,2,3.0,13.0,40.0
671,672,0,1,3,0,31.0,1,0,F.C. 12750,26.0,B71,3.0,0,mr,3,3.0,26.0,31.0
672,673,0,2,3,0,70.0,0,0,C.A. 24580,10.5,S,3.0,0,mr,3,3.0,10.5,70.0
673,674,1,2,3,0,31.0,0,0,244270,13.0,S,3.0,0,mr,3,3.0,13.0,31.0
674,675,0,2,3,0,30.7,0,0,239856,0.0,S,3.0,0,mr,3,3.0,0.0,30.7
675,676,0,3,3,0,18.0,0,0,349912,7.775,S,3.0,0,mr,3,3.0,7.775,18.0
676,677,0,3,3,0,24.5,0,0,342826,8.05,S,3.0,0,mr,3,3.0,8.05,24.5
677,678,1,3,1,1,18.0,0,0,4138,9.8417,S,3.0,1,miss,1,3.0,9.8417,18.0
678,679,0,3,2,1,43.0,1,6,CA 2144,5.8625,S,3.0,1,mrs,2,3.0,5.8625,43.0
679,680,1,1,3,0,36.0,0,1,PC 17755,256.1646,B51 B53 B55,1.0,0,mr,3,1.0,256.1646,36.0
680,681,0,3,1,1,21.8,0,0,330935,8.1375,Q,2.0,1,miss,1,2.0,8.1375,21.8
681,682,1,1,3,0,27.0,0,0,PC 17572,76.7292,D49,1.0,0,mr,3,1.0,76.7292,27.0
682,683,0,3,3,0,20.0,0,0,6563,9.225,S,3.0,0,mr,3,3.0,9.225,20.0
683,684,0,3,3,0,14.0,5,2,CA 2144,5.8625,S,3.0,0,mr,3,3.0,5.8625,14.0
684,685,0,2,3,0,60.0,1,1,29750,13.0,S,3.0,0,mr,3,3.0,13.0,60.0
685,686,0,2,3,0,25.0,1,2,SC/Paris 2123,10.3948,C,1.0,0,mr,3,1.0,10.3948,25.0
686,687,0,3,3,0,14.0,4,1,3101295,6.614583333333333,S,3.0,0,mr,3,3.0,6.614583333333333,14.0
687,688,0,3,3,0,19.0,0,0,349228,10.1708,S,3.0,0,mr,3,3.0,10.1708,19.0
688,689,0,3,3,0,18.0,0,0,350036,7.7958,S,3.0,0,mr,3,3.0,7.7958,18.0
689,690,1,1,1,1,15.0,0,1,24160,105.66875,B5,3.0,1,miss,1,3.0,105.66875,15.0
690,691,1,1,3,0,31.0,1,0,17474,28.5,B20,3.0,0,mr,3,3.0,28.5,31.0
691,692,1,3,1,1,4.0,0,1,349256,6.70835,C,1.0,1,miss,1,1.0,6.70835,4.0
692,693,1,3,3,0,26.5,0,0,1601,56.4958,S,3.0,0,mr,3,3.0,56.4958,26.5
693,694,0,3,3,0,25.0,0,0,2672,7.225,C,1.0,0,mr,3,1.0,7.225,25.0
694,695,0,1,4,0,60.0,0,0,113800,26.55,S,3.0,0,col,4,3.0,26.55,60.0
695,696,0,2,3,0,52.0,0,0,248731,13.5,S,3.0,0,mr,3,3.0,13.5,52.0
696,697,0,3,3,0,44.0,0,0,363592,8.05,S,3.0,0,mr,3,3.0,8.05,44.0
697,698,1,3,1,1,21.8,0,0,35852,7.7333,Q,2.0,1,miss,1,2.0,7.7333,21.8
698,699,0,1,3,0,49.0,1,1,17421,36.9611,C68,1.0,0,mr,3,1.0,36.9611,49.0
699,700,0,3,3,0,42.0,0,0,348121,7.65,F G63,3.0,0,mr,3,3.0,7.65,42.0
700,701,1,1,2,1,18.0,1,0,PC 17757,113.7625,C62 C64,1.0,1,mrs,2,1.0,113.7625,18.0
701,702,1,1,3,0,35.0,0,0,PC 17475,26.2875,E24,3.0,0,mr,3,3.0,26.2875,35.0
702,703,0,3,1,1,18.0,0,1,2691,7.2271,C,1.0,1,miss,1,1.0,7.2271,18.0
703,704,0,3,3,0,25.0,0,0,36864,7.7417,Q,2.0,0,mr,3,2.0,7.7417,25.0
704,705,0,3,3,0,26.0,1,0,350025,3.9271,S,3.0,0,mr,3,3.0,3.9271,26.0
705,706,0,2,3,0,39.0,0,0,250655,26.0,S,3.0,0,mr,3,3.0,26.0,39.0
706,707,1,2,2,1,45.0,0,0,223596,13.5,S,3.0,1,mrs,2,3.0,13.5,45.0
707,708,1,1,3,0,42.0,0,0,PC 17476,26.2875,E24,3.0,0,mr,3,3.0,26.2875,42.0
708,709,1,1,1,1,22.0,0,0,113781,151.55,S,3.0,1,miss,1,3.0,151.55,22.0
709,710,1,3,6,0,26.5,1,1,2661,5.081933333333333,C,1.0,0,master,6,1.0,5.081933333333333,26.5
710,711,1,1,1,1,24.0,0,0,PC 17482,49.5042,C90,1.0,1,mlle,1,1.0,49.5042,24.0
711,712,0,1,3,0,41.3,0,0,113028,26.55,C124,3.0,0,mr,3,3.0,26.55,41.3
712,713,1,1,3,0,48.0,1,0,19996,26.0,C126,3.0,0,mr,3,3.0,26.0,48.0
713,714,0,3,3,0,29.0,0,0,7545,9.4833,S,3.0,0,mr,3,3.0,9.4833,29.0
714,715,0,2,3,0,52.0,0,0,250647,13.0,S,3.0,0,mr,3,3.0,13.0,52.0
715,716,0,3,3,0,19.0,0,0,348124,7.65,F G73,3.0,0,mr,3,3.0,7.65,19.0
716,717,1,1,1,1,38.0,0,0,PC 17757,227.525,C45,1.0,1,miss,1,1.0,227.525,38.0
717,718,1,2,1,1,27.0,0,0,34218,10.5,E101,3.0,1,miss,1,3.0,10.5,27.0
718,719,0,3,3,0,26.5,0,0,36568,15.5,Q,2.0,0,mr,3,2.0,15.5,26.5
719,720,0,3,3,0,33.0,0,0,347062,7.775,S,3.0,0,mr,3,3.0,7.775,33.0
720,721,1,2,1,1,6.0,0,1,248727,16.5,S,3.0,1,miss,1,3.0,16.5,6.0
721,722,0,3,3,0,17.0,1,0,350048,3.5271,S,3.0,0,mr,3,3.0,3.5271,17.0
722,723,0,2,3,0,34.0,0,0,12233,13.0,S,3.0,0,mr,3,3.0,13.0,34.0
723,724,0,2,3,0,50.0,0,0,250643,13.0,S,3.0,0,mr,3,3.0,13.0,50.0
724,725,1,1,3,0,27.0,1,0,113806,26.55,E8,3.0,0,mr,3,3.0,26.55,27.0
725,726,0,3,3,0,20.0,0,0,315094,8.6625,S,3.0,0,mr,3,3.0,8.6625,20.0
726,727,1,2,2,1,30.0,3,0,31027,5.25,S,3.0,1,mrs,2,3.0,5.25,30.0
727,728,1,3,1,1,21.8,0,0,36866,7.7375,Q,2.0,1,miss,1,2.0,7.7375,21.8
728,729,0,2,3,0,25.0,1,0,236853,13.0,S,3.0,0,mr,3,3.0,13.0,25.0
729,730,0,3,1,1,25.0,1,0,STON/O2. 3101271,3.9625,S,3.0,1,miss,1,3.0,3.9625,25.0
730,731,1,1,1,1,29.0,0,0,24160,211.3375,B5,3.0,1,miss,1,3.0,211.3375,29.0
731,732,0,3,3,0,11.0,0,0,2699,18.7875,C,1.0,0,mr,3,1.0,18.7875,11.0
732,733,0,2,3,0,30.7,0,0,239855,0.0,S,3.0,0,mr,3,3.0,0.0,30.7
733,734,0,2,3,0,23.0,0,0,28425,13.0,S,3.0,0,mr,3,3.0,13.0,23.0
734,735,0,2,3,0,23.0,0,0,233639,13.0,S,3.0,0,mr,3,3.0,13.0,23.0
735,736,0,3,3,0,28.5,0,0,54636,16.1,S,3.0,0,mr,3,3.0,16.1,28.5
736,737,0,3,2,1,48.0,1,3,W./C. 6608,6.875,S,3.0,1,mrs,2,3.0,6.875,48.0
737,738,1,1,3,0,35.0,0,0,PC 17755,512.3292,B101,1.0,0,mr,3,1.0,512.3292,35.0
738,739,0,3,3,0,26.5,0,0,349201,7.8958,S,3.0,0,mr,3,3.0,7.8958,26.5
739,740,0,3,3,0,26.5,0,0,349218,7.8958,S,3.0,0,mr,3,3.0,7.8958,26.5
740,741,1,1,3,0,41.3,0,0,16988,30.0,D45,3.0,0,mr,3,3.0,30.0,41.3
741,742,0,1,3,0,36.0,1,0,19877,39.425,C46,3.0,0,mr,3,3.0,39.425,36.0
742,743,1,1,1,1,21.0,2,2,PC 17608,52.475,B57 B59 B63 B66,1.0,1,miss,1,1.0,52.475,21.0
743,744,0,3,3,0,24.0,1,0,376566,8.05,S,3.0,0,mr,3,3.0,8.05,24.0
744,745,1,3,3,0,31.0,0,0,STON/O 2. 3101288,7.925,S,3.0,0,mr,3,3.0,7.925,31.0
745,746,0,1,4,0,70.0,1,1,WE/P 5735,23.666666666666668,B22,3.0,0,capt,4,3.0,23.666666666666668,70.0
746,747,0,3,3,0,16.0,1,1,C.A. 2673,6.75,S,3.0,0,mr,3,3.0,6.75,16.0
747,748,1,2,1,1,30.0,0,0,250648,13.0,S,3.0,1,miss,1,3.0,13.0,30.0
748,749,0,1,3,0,19.0,1,0,113773,26.55,D30,3.0,0,mr,3,3.0,26.55,19.0
