,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,title
687,688,0,3,3,0,19.0,0,0,349228,10.1708,3.0,3.0,mr
688,689,0,3,3,0,18.0,0,0,350036,7.7958,3.0,3.0,mr
689,690,1,1,1,1,15.0,0,1,24160,52.834375,B5,3.0,miss
690,691,1,1,3,0,31.0,1,0,17474,14.25,B20,3.0,mr
691,692,1,3,1,1,4.0,0,1,349256,3.354175,1.0,1.0,miss
692,693,1,3,3,0,26.5,0,0,1601,56.4958,3.0,3.0,mr
693,694,0,3,3,0,25.0,0,0,2672,7.225,1.0,1.0,mr
694,695,0,1,4,0,60.0,0,0,113800,26.55,3.0,3.0,col
695,696,0,2,3,0,52.0,0,0,248731,13.5,3.0,3.0,mr
696,697,0,3,3,0,44.0,0,0,363592,8.05,3.0,3.0,mr
697,698,1,3,1,1,21.8,0,0,35852,7.7333,2.0,2.0,miss
698,699,0,1,3,0,49.0,1,1,17421,12.320366666666667,C68,1.0,mr
699,700,0,3,3,0,42.0,0,0,348121,7.65,F G63,3.0,mr
700,701,1,1,2,1,18.0,1,0,PC 17757,56.88125,C62 C64,1.0,mrs
701,702,1,1,3,0,35.0,0,0,PC 17475,26.2875,E24,3.0,mr
702,703,0,3,1,1,18.0,0,1,2691,3.61355,1.0,1.0,miss
703,704,0,3,3,0,25.0,0,0,36864,7.7417,2.0,2.0,mr
704,705,0,3,3,0,26.0,1,0,350025,1.96355,3.0,3.0,mr
705,706,0,2,3,0,39.0,0,0,250655,26.0,3.0,3.0,mr
706,707,1,2,2,1,45.0,0,0,223596,13.5,3.0,3.0,mrs
707,708,1,1,3,0,42.0,0,0,PC 17476,26.2875,E24,3.0,mr
708,709,1,1,1,1,22.0,0,0,113781,151.55,3.0,3.0,miss
709,710,1,3,6,0,26.5,1,1,2661,1.6939777777777776,1.0,1.0,master
710,711,1,1,1,1,24.0,0,0,PC 17482,49.5042,C90,1.0,mlle
711,712,0,1,3,0,41.3,0,0,113028,26.55,C124,3.0,mr
712,713,1,1,3,0,48.0,1,0,19996,13.0,C126,3.0,mr
713,714,0,3,3,0,29.0,0,0,7545,9.4833,3.0,3.0,mr
714,715,0,2,3,0,52.0,0,0,250647,13.0,3.0,3.0,mr
715,716,0,3,3,0,19.0,0,0,348124,7.65,F G73,3.0,mr
716,717,1,1,1,1,38.0,0,0,PC 17757,227.525,C45,1.0,miss
717,718,1,2,1,1,27.0,0,0,34218,10.5,E101,3.0,miss
718,719,0,3,3,0,26.5,0,0,36568,15.5,2.0,2.0,mr
719,720,0,3,3,0,33.0,0,0,347062,7.775,3.0,3.0,mr
720,721,1,2,1,1,6.0,0,1,248727,8.25,3.0,3.0,miss
721,722,0,3,3,0,17.0,1,0,350048,1.76355,3.0,3.0,mr
722,723,0,2,3,0,34.0,0,0,12233,13.0,3.0,3.0,mr
723,724,0,2,3,0,50.0,0,0,250643,13.0,3.0,3.0,mr
724,725,1,1,3,0,27.0,1,0,113806,13.275,E8,3.0,mr
725,726,0,3,3,0,20.0,0,0,315094,8.6625,3.0,3.0,mr
726,727,1,2,2,1,30.0,3,0,31027,1.3125,3.0,3.0,mrs
727,728,1,3,1,1,21.8,0,0,36866,7.7375,2.0,2.0,miss
728,729,0,2,3,0,25.0,1,0,236853,6.5,3.0,3.0,mr
729,730,0,3,1,1,25.0,1,0,STON/O2. 3101271,1.98125,3.0,3.0,miss
730,731,1,1,1,1,29.0,0,0,24160,211.3375,B5,3.0,miss
731,732,0,3,3,0,11.0,0,0,2699,18.7875,1.0,1.0,mr
732,733,0,2,3,0,30.7,0,0,239855,0.0,3.0,3.0,mr
733,734,0,2,3,0,23.0,0,0,28425,13.0,3.0,3.0,mr
734,735,0,2,3,0,23.0,0,0,233639,13.0,3.0,3.0,mr
735,736,0,3,3,0,28.5,0,0,54636,16.1,3.0,3.0,mr
736,737,0,3,2,1,48.0,1,3,W./C. 6608,1.375,3.0,3.0,mrs
737,738,1,1,3,0,35.0,0,0,PC 17755,512.3292,B101,1.0,mr
738,739,0,3,3,0,26.5,0,0,349201,7.8958,3.0,3.0,mr
739,740,0,3,3,0,26.5,0,0,349218,7.8958,3.0,3.0,mr
740,741,1,1,3,0,41.3,0,0,16988,30.0,D45,3.0,mr
741,742,0,1,3,0,36.0,1,0,19877,19.7125,C46,3.0,mr
742,743,1,1,1,1,21.0,2,2,PC 17608,10.495000000000001,B57 B59 B63 B66,1.0,miss
743,744,0,3,3,0,24.0,1,0,376566,4.025,3.0,3.0,mr
744,745,1,3,3,0,31.0,0,0,STON/O 2. 3101288,7.925,3.0,3.0,mr
745,746,0,1,4,0,70.0,1,1,WE/P 5735,7.888888888888889,B22,3.0,capt
746,747,0,3,3,0,16.0,1,1,C.A. 2673,2.25,3.0,3.0,mr
747,748,1,2,1,1,30.0,0,0,250648,13.0,3.0,3.0,miss
748,749,0,1,3,0,19.0,1,0,113773,13.275,D30,3.0,mr
749,750,0,3,3,0,31.0,0,0,335097,7.75,2.0,2.0,mr
750,751,1,2,1,1,4.0,1,1,29103,2.555555555555556,3.0,3.0,miss
751,752,1,3,6,0,6.0,0,1,392096,3.11875,E121,3.0,master
752,753,0,3,3,0,33.0,0,0,345780,9.5,3.0,3.0,mr
753,754,0,3,3,0,23.0,0,0,349204,7.8958,3.0,3.0,mr
754,755,1,2,2,1,48.0,1,2,220845,4.0625,3.0,3.0,mrs
755,756,1,2,6,0,0.67,1,1,250649,1.611111111111111,3.0,3.0,master
756,757,0,3,3,0,28.0,0,0,350042,7.7958,3.0,3.0,mr
757,758,0,2,3,0,18.0,0,0,29108,11.5,3.0,3.0,mr
758,759,0,3,3,0,34.0,0,0,363294,8.05,3.0,3.0,mr
759,760,1,1,5,1,33.0,0,0,110152,86.5,B77,3.0,the countess
760,761,0,3,3,0,26.5,0,0,358585,14.5,3.0,3.0,mr
761,762,0,3,3,0,41.0,0,0,SOTON/O2 3101272,7.125,3.0,3.0,mr
762,763,1,3,3,0,20.0,0,0,2663,7.2292,1.0,1.0,mr
763,764,1,1,2,1,36.0,1,2,113760,7.5,B96 B98,3.0,mrs
764,765,0,3,3,0,16.0,0,0,347074,7.775,3.0,3.0,mr
765,766,1,1,2,1,51.0,1,0,13502,19.489575,D11,3.0,mrs
766,767,0,1,7,0,41.3,0,0,112379,39.6,1.0,1.0,dr
767,768,0,3,1,1,30.5,0,0,364850,7.75,2.0,2.0,miss
768,769,0,3,3,0,26.5,1,0,371110,6.0375,2.0,2.0,mr
769,770,0,3,3,0,32.0,0,0,8471,8.3625,3.0,3.0,mr
770,771,0,3,3,0,24.0,0,0,345781,9.5,3.0,3.0,mr
771,772,0,3,3,0,48.0,0,0,350047,7.8542,3.0,3.0,mr
772,773,0,2,2,1,57.0,0,0,S.O./P.P. 3,10.5,E77,3.0,mrs
773,774,0,3,3,0,26.5,0,0,2674,7.225,1.0,1.0,mr
774,775,1,2,2,1,54.0,1,3,29105,0.9199999999999999,3.0,3.0,mrs
775,776,0,3,3,0,18.0,0,0,347078,7.75,3.0,3.0,mr
776,777,0,3,3,0,26.5,0,0,383121,7.75,F38,2.0,mr
777,778,1,3,1,1,5.0,0,0,364516,12.475,3.0,3.0,miss
778,779,0,3,3,0,26.5,0,0,36865,7.7375,2.0,2.0,mr
779,780,1,1,2,1,43.0,0,1,24160,52.834375,B3,3.0,mrs
780,781,1,3,1,1,13.0,0,0,2687,7.2292,1.0,1.0,miss
781,782,1,1,2,1,17.0,1,0,17474,14.25,B20,3.0,mrs
782,783,0,1,3,0,29.0,0,0,113501,30.0,D6,3.0,mr
783,784,0,3,3,0,26.5,1,2,W./C. 6607,1.465625,3.0,3.0,mr
784,785,0,3,3,0,25.0,0,0,SOTON/O.Q. 3101312,7.05,3.0,3.0,mr
785,786,0,3,3,0,25.0,0,0,374887,7.25,3.0,3.0,mr
786,787,1,3,1,1,18.0,0,0,3101265,7.4958,3.0,3.0,miss
787,788,0,3,6,0,8.0,4,1,382652,0.8090277777777778,2.0,2.0,master
788,789,1,3,6,0,1.0,1,2,C.A. 2315,1.2859375,3.0,3.0,master
789,790,0,1,3,0,46.0,0,0,PC 17593,79.2,B82 B84,1.0,mr
790,791,0,3,3,0,26.5,0,0,12460,7.75,2.0,2.0,mr
791,792,0,2,3,0,16.0,0,0,239865,26.0,3.0,3.0,mr
792,793,0,3,1,1,21.8,8,2,CA. 2343,0.574793388429752,3.0,3.0,miss
793,794,0,1,3,0,41.3,0,0,PC 17600,30.6958,1.0,1.0,mr
794,795,0,3,3,0,25.0,0,0,349203,7.8958,3.0,3.0,mr
795,796,0,2,3,0,39.0,0,0,28213,13.0,3.0,3.0,mr
796,797,1,1,7,1,49.0,0,0,17465,25.9292,D17,3.0,dr
797,798,1,3,2,1,31.0,0,0,349244,8.6833,3.0,3.0,mrs
798,799,0,3,3,0,30.0,0,0,2685,7.2292,1.0,1.0,mr
799,800,0,3,2,1,30.0,1,1,345773,2.683333333333333,3.0,3.0,mrs
800,801,0,2,3,0,34.0,0,0,250647,13.0,3.0,3.0,mr
801,802,1,2,2,1,31.0,1,1,C.A. 31921,2.9166666666666665,3.0,3.0,mrs
802,803,1,1,6,0,11.0,1,2,113760,7.5,B96 B98,3.0,master
803,804,1,3,6,0,0.42,0,1,2625,2.129175,1.0,1.0,master
804,805,1,3,3,0,27.0,0,0,347089,6.975,3.0,3.0,mr
805,806,0,3,3,0,31.0,0,0,347063,7.775,3.0,3.0,mr
806,807,0,1,3,0,39.0,0,0,112050,0.0,A36,3.0,mr
807,808,0,3,1,1,18.0,0,0,347087,7.775,3.0,3.0,miss
808,809,0,2,3,0,39.0,0,0,248723,13.0,3.0,3.0,mr
809,810,1,1,2,1,33.0,1,0,113806,13.275,E8,3.0,mrs
810,811,0,3,3,0,26.0,0,0,3474,7.8875,3.0,3.0,mr
811,812,0,3,3,0,39.0,0,0,A/4 48871,24.15,3.0,3.0,mr
812,813,0,2,3,0,35.0,0,0,28206,10.5,3.0,3.0,mr
813,814,0,3,1,1,6.0,4,2,347082,0.6382653061224489,3.0,3.0,miss
814,815,0,3,3,0,30.5,0,0,364499,8.05,3.0,3.0,mr
815,816,0,1,3,0,41.3,0,0,112058,0.0,B102,3.0,mr
816,817,0,3,1,1,23.0,0,0,STON/O2. 3101290,7.925,3.0,3.0,miss
817,818,0,2,3,0,31.0,1,1,S.C./PARIS 2079,4.111577777777778,1.0,1.0,mr
818,819,0,3,3,0,43.0,0,0,C 7075,6.45,3.0,3.0,mr
819,820,0,3,6,0,10.0,3,2,347088,0.7749999999999999,3.0,3.0,master
820,821,1,1,2,1,52.0,1,1,12749,10.38888888888889,B69,3.0,mrs
821,822,1,3,3,0,27.0,0,0,315098,8.6625,3.0,3.0,mr
822,823,0,1,0,0,38.0,0,0,19972,0.0,3.0,3.0,jonkheer
823,824,1,3,2,1,27.0,0,1,392096,3.11875,E121,3.0,mrs
824,825,0,3,6,0,2.0,4,1,3101295,1.1024305555555556,3.0,3.0,master
825,826,0,3,3,0,26.5,0,0,368323,6.95,2.0,2.0,mr
826,827,0,3,3,0,26.5,0,0,1601,56.4958,3.0,3.0,mr
827,828,1,2,6,0,1.0,0,2,S.C./PARIS 2079,4.111577777777778,1.0,1.0,master
828,829,1,3,3,0,26.5,0,0,367228,7.75,2.0,2.0,mr
829,830,1,1,2,1,62.0,0,0,113572,80.0,B28,3.0,mrs
830,831,1,3,2,1,15.0,1,0,2659,3.61355,1.0,1.0,mrs
831,832,1,2,6,0,0.83,1,1,29106,2.0833333333333335,3.0,3.0,master
832,833,0,3,3,0,26.5,0,0,2671,7.2292,1.0,1.0,mr
833,834,0,3,3,0,23.0,0,0,347468,7.8542,3.0,3.0,mr
834,835,0,3,3,0,18.0,0,0,2223,8.3,3.0,3.0,mr
835,836,1,1,1,1,39.0,1,1,PC 17756,9.239811111111111,E49,1.0,miss
836,837,0,3,3,0,21.0,0,0,315097,8.6625,3.0,3.0,mr
837,838,0,3,3,0,26.5,0,0,392092,8.05,3.0,3.0,mr
838,839,1,3,3,0,32.0,0,0,1601,56.4958,3.0,3.0,mr
839,840,1,1,3,0,41.3,0,0,11774,29.7,C47,1.0,mr
840,841,0,3,3,0,20.0,0,0,SOTON/O2 3101287,7.925,3.0,3.0,mr
841,842,0,2,3,0,16.0,0,0,S.O./P.P. 3,10.5,3.0,3.0,mr
842,843,1,1,1,1,30.0,0,0,113798,31.0,1.0,1.0,miss
843,844,0,3,3,0,34.5,0,0,2683,6.4375,1.0,1.0,mr
844,845,0,3,3,0,17.0,0,0,315090,8.6625,3.0,3.0,mr
845,846,0,3,3,0,42.0,0,0,C.A. 5547,7.55,3.0,3.0,mr
846,847,0,3,3,0,26.5,8,2,CA. 2343,0.574793388429752,3.0,3.0,mr
847,848,0,3,3,0,35.0,0,0,349213,7.8958,1.0,1.0,mr
848,849,0,2,8,0,28.0,0,1,248727,8.25,3.0,3.0,rev
849,850,1,1,2,1,34.6,1,0,17453,22.27605,C92,1.0,mrs
850,851,0,3,6,0,4.0,4,2,347082,0.6382653061224489,3.0,3.0,master
851,852,0,3,3,0,74.0,0,0,347060,7.775,3.0,3.0,mr
852,853,0,3,1,1,9.0,1,1,2678,1.6939777777777776,1.0,1.0,miss
853,854,1,1,1,1,16.0,0,1,PC 17592,9.85,D28,3.0,miss
854,855,0,2,2,1,44.0,1,0,244252,6.5,3.0,3.0,mrs
855,856,1,3,2,1,18.0,0,1,392091,2.3375,3.0,3.0,mrs
856,857,1,1,2,1,45.0,1,1,36928,18.318522222222224,3.0,3.0,mrs
857,858,1,1,3,0,51.0,0,0,113055,26.55,E17,3.0,mr
858,859,1,3,2,1,24.0,0,3,2666,1.20364375,1.0,1.0,mrs
859,860,0,3,3,0,26.5,0,0,2629,7.2292,1.0,1.0,mr
860,861,0,3,3,0,41.0,2,0,350026,1.5675888888888887,3.0,3.0,mr
861,862,0,2,3,0,21.0,1,0,28134,2.875,3.0,3.0,mr
862,863,1,1,2,1,48.0,0,0,17466,25.9292,D17,3.0,mrs
863,864,0,3,1,1,21.8,8,2,CA. 2343,0.574793388429752,3.0,3.0,miss
864,865,0,2,3,0,24.0,0,0,233866,13.0,3.0,3.0,mr
865,866,1,2,2,1,42.0,0,0,236852,13.0,3.0,3.0,mrs
866,867,1,2,1,1,27.0,1,0,SC/PARIS 2149,3.464575,1.0,1.0,miss
867,868,0,1,3,0,31.0,0,0,PC 17590,50.4958,A24,3.0,mr
868,869,0,3,3,0,26.5,0,0,345777,9.5,3.0,3.0,mr
869,870,1,3,6,0,4.0,1,1,347742,1.2370333333333334,3.0,3.0,master
870,871,0,3,3,0,26.0,0,0,349248,7.8958,3.0,3.0,mr
871,872,1,1,2,1,47.0,1,1,11751,5.839355555555556,D35,3.0,mrs
872,873,0,1,3,0,33.0,0,0,695,5.0,B51 B53 B55,3.0,mr
873,874,0,3,3,0,47.0,0,0,345765,9.0,3.0,3.0,mr
874,875,1,2,2,1,28.0,1,0,P/PP 3381,6.0,1.0,1.0,mrs
875,876,1,3,1,1,15.0,0,0,2667,7.225,1.0,1.0,miss
876,877,0,3,3,0,20.0,0,0,7534,9.8458,3.0,3.0,mr
877,878,0,3,3,0,19.0,0,0,349212,7.8958,3.0,3.0,mr
878,879,0,3,3,0,26.5,0,0,349217,7.8958,3.0,3.0,mr
879,880,1,1,2,1,56.0,0,1,11767,20.789575,C50,1.0,mrs
880,881,1,2,2,1,25.0,0,1,230433,6.5,3.0,3.0,mrs
881,882,0,3,3,0,33.0,0,0,349257,7.8958,3.0,3.0,mr
882,883,0,3,1,1,22.0,0,0,7552,10.5167,3.0,3.0,miss
883,884,0,2,3,0,28.0,0,0,C.A./SOTON 34068,10.5,3.0,3.0,mr
884,885,0,3,3,0,25.0,0,0,SOTON/OQ 392076,7.05,3.0,3.0,mr
885,886,0,3,2,1,39.0,0,5,382652,0.8090277777777778,2.0,2.0,mrs
886,887,0,2,8,0,27.0,0,0,211536,13.0,3.0,3.0,rev
887,888,1,1,1,1,19.0,0,0,112053,30.0,B42,3.0,miss
888,889,0,3,1,1,21.8,1,2,W./C. 6607,1.465625,3.0,3.0,miss
889,890,1,1,3,0,26.0,0,0,111369,30.0,C148,1.0,mr
890,891,0,3,3,0,32.0,0,0,370376,7.75,2.0,2.0,mr
